corpus,corpus_year,query_source,query_year,query,query_topicID,best_match,best_match_score,best_match_topicID
Medium,2020,Academic,2016,"['personality', 'cluster', 'neuroticism', 'feature', 'recurrence', 'course', 'symptomatology', 'link', 'prediction', 'prospective']",11,"['psychological', 'journal', 'interaction', 'belief', 'clinical', 'analyze', 'transform', 'subconscious', 'perception', 'psychology']",0.69299578666687,12
Medium,2018,Academic,2016,"['trait', 'response', 'state', 'task', 'performance', 'threat', 'female', 'bias', 'high', 'anger']",12,"['response', 'system', 'fight', 'release', 'event', 'training', 'threat', 'program', 'boss', 'respond']",0.772782385349274,37
Medium,2017,Academic,2016,"['eat', 'pathology', 'dsm', 'bmi', 'suicidality', 'accurate', 'ability', 'indirect', 'cumulative', 'functioning']",13,"['eat', 'food', 'com', 'ok', 'healthy', 'unhealthy', 'mental', 'final', 'city', 'consume']",0.715096473693848,19
Medium,2016,Academic,2016,"['effect', 'control', 'adolescent', 'participant', 'test', 'stress', 'stimulus', 'increase', 'emotional', 'time']",14,"['high', 'treat', 'human', 'relationship', 'test', 'normal', 'act', 'task', 'pressure', 'sleep']",0.687268614768982,34
Medium,2020,Academic,2016,"['quality', 'life', 'sleep', 'fear', 'change', 'trajectory', 'time', 'insomnia', 'domain', 'type']",15,"['bed', 'dream', 'wake', 'eat', 'cry', 'light', 'morning', 'eye', 'finally', 'house']",0.710494577884674,7
Medium,2018,Academic,2016,"['symptom', 'depressive', 'depression', 'self', 'high', 'level', 'psychological', 'association', 'positive', 'distress']",16,"['symptom', 'social', 'disorder', 'treatment', 'diagnose', 'patient', 'physical', 'medical', 'condition', 'therapy']",0.775519073009491,20
Medium,2016,Academic,2016,"['problem', 'class', 'student', 'adolescence', 'psychotherapy', 'school', 'mindfulness', 'difficulty', 'developmental', 'young_people']",17,"['school', 'kid', 'adult', 'teacher', 'teen', 'contact', 'adolescent', 'exciting', 'complicated', 'child']",0.66171807050705,25
Medium,2020,Academic,2016,"['negative', 'emotion', 'stress', 'emotional', 'affect', 'pregnancy', 'interpersonal', 'mother', 'experience', 'perception']",18,"['negative', 'positive', 'energy', 'peace', 'thinking', 'awareness', 'relax', 'attention', 'listen', 'physical']",0.730118632316589,3
Medium,2016,Academic,2016,"['ptsd', 'cbt', 'amygdala', 'activation', 'cognitive', 'behavioral', 'increase', 'group', 'right', 'change']",19,"['emotion', 'negative', 'future', 'positive', 'allow', 'create', 'thinking', 'action', 'anger', 'choice']",0.709944128990173,6
Medium,2015,Academic,2016,"['group', 'non', 'difference', 'report', 'face', 'compare', 'individual', 'show', 'bpd', 'specific']",20,"['group', 'receptor', 'gene', 'study', 'response', 'dna', 'silence', 'epigenetic', 'anger', 'individual']",0.62461119890213,28
Medium,2018,Academic,2016,"['patient', 'psychiatric', 'score', 'clinical', 'gad', 'high', 'use', 'severity', 'associate', 'diagnosis']",21,"['symptom', 'social', 'disorder', 'treatment', 'diagnose', 'patient', 'physical', 'medical', 'condition', 'therapy']",0.780841290950775,20
Medium,2014,Academic,2016,"['model', 'theory', 'explain', 'tool', 'variance', 'analysis', 'diagnostic', 'receptor', 'show', 'style']",22,"['guide', 'plan', 'science', 'side', 'symptom', 'productivity', 'worker', 'fly', 'scientist', 'rewire']",0.636521518230438,10
Medium,2020,Academic,2016,"['relationship', 'evidence', 'research', 'development', 'mediate', 'brain', 'model', 'behaviour', 'specific', 'influence']",23,"['relationship', 'choose', 'action', 'challenge', 'goal', 'choice', 'power', 'build', 'overcome', 'decision']",0.705011308193207,5
Medium,2018,Academic,2016,"['behavior', 'work', 'suicidal_ideation', 'suicidal', 'online', 'sex', 'offer', 'increase', 'address', 'self']",24,"['emotion', 'pain', 'emotional', 'suffer', 'hurt', 'soul', 'heal', 'physical', 'relationship', 'push']",0.709457039833069,27
Medium,2018,Academic,2016,"['childhood', 'psychotic', 'adulthood', 'abuse', 'search', 'review', 'include', 'recognition', 'predictive', 'amp']",25,"['child', 'parent', 'social_media', 'young', 'teen', 'adult', 'school', 'age', 'technology', 'resource']",0.708984553813934,28
Medium,2012,Academic,2017,"['threat', 'fear', 'cognitive', 'stimulus', 'reactivity', 'mechanism', 'sensitivity', 'attentional', 'impair', 'cue']",0,"['emotional', 'symptom', 'physical', 'controlar', 'ansiedad', 'aqui', 'nervousness', 'spend', 'fearful', 'kind']",0.714257717132568,4
Medium,2019,Academic,2017,"['child', 'parent', 'anxious', 'family', 'task', 'parental', 'ambiguous', 'reaction', 'children', 'style']",1,"['mother', 'daughter', 'weight', 'mom', 'cry', 'kid', 'eye', 'reach', 'baby', 'fight']",0.762049496173858,9
Medium,2018,Academic,2017,"['behavior', 'profile', 'behavioral', 'exposure', 'work', 'state', 'clinical', 'approach', 'symptomatology', 'system']",2,"['symptom', 'social', 'disorder', 'treatment', 'diagnose', 'patient', 'physical', 'medical', 'condition', 'therapy']",0.732595682144165,20
Medium,2016,Academic,2017,"['life', 'quality', 'psychological', 'distress', 'effect', 'pregnancy', 'include', 'outcome', 'intervention', 'total']",3,"['high', 'treat', 'human', 'relationship', 'test', 'normal', 'act', 'task', 'pressure', 'sleep']",0.705458700656891,34
Medium,2015,Academic,2017,"['risk', 'prevalence', 'mdd', 'lifetime', 'mood', 'association', 'major_depressive', 'sleep', 'associate', 'sample']",4,"['meditation', 'vulnerable', 'summer', 'plan', 'road', 'trip', 'marijuana', 'medicate', 'vice', 'cigar']",0.696677923202515,11
Medium,2020,Academic,2017,"['relationship', 'mediate', 'score', 'psychological', 'experience', 'scale', 'affective', 'correlate', 'effect', 'negative']",5,"['relationship', 'choose', 'action', 'challenge', 'goal', 'choice', 'power', 'build', 'overcome', 'decision']",0.734371185302734,5
Medium,2018,Academic,2017,"['psychiatric', 'adhd', 'comorbid', 'personality', 'substance', 'hyperactivity', 'chinese', 'diagnostic', 'adult', 'seek']",6,"['symptom', 'social', 'disorder', 'treatment', 'diagnose', 'patient', 'physical', 'medical', 'condition', 'therapy']",0.772821187973022,20
Medium,2013,Academic,2017,"['population', 'people', 'clinical', 'datum', 'chronic', 'new', 'major', 'episode', 'assessment', 'country']",7,"['result', 'feedback', 'test', 'assessment', 'cultural_competency', 'prepare', 'doctor', 'medication', 'review', 'diversity']",0.63656359910965,5
Medium,2019,Academic,2017,"['treatment', 'outcome', 'follow', 'therapy', 'baseline', 'month', 'antidepressant', 'symptom', 'patient', 'cbt']",8,"['medication', 'symptom', 'health', 'drug', 'treatment', 'pain', 'gut', 'doctor', 'medicine', 'effect']",0.790088772773743,2
Medium,2015,Academic,2017,"['severe', 'illness', 'student', 'factor', 'clinical', 'severity', 'somatic', 'independent', 'somatoform', 'report']",9,"['student', 'pitch', 'mental_health', 'healthtap', 'session', 'business', 'ceo', 'patient', 'university', 'pressure']",0.697599411010742,29
Medium,2018,Academic,2017,"['social', 'low', 'high', 'problem', 'relate', 'dimension', 'neuroticism', 'attachment', 'report', 'class']",10,"['negative', 'positive', 'present', 'mindfulness', 'pattern', 'future', 'skill', 'example', 'outcome', 'build']",0.672074139118195,19
Medium,2014,Academic,2017,"['age', 'year', 'level', 'associate', 'high', 'low', 'longitudinal', 'woman', 'gender', 'score']",11,"['grade', 'extremely', 'label', 'finally', 'early', 'student', 'gift', 'pretty', 'normal', 'age']",0.687249064445496,21
Medium,2013,Academic,2017,"['gad', 'alcohol', 'care', 'generalized', 'cost', 'phq', 'screening', 'tau', 'intensive', 'standard']",12,"['mk', 'pay', 'medication', 'money', 'therapist', 'sometimes', 'buy', 'bed', 'therapy', 'sad']",0.641050755977631,1
Medium,2015,Academic,2017,"['well', 'specific', 'also', 'research', 'event', 'examine', 'cognitive', 'finding', 'individual', 'high']",13,"['group', 'receptor', 'gene', 'study', 'response', 'dna', 'silence', 'epigenetic', 'anger', 'individual']",0.708612740039825,28
Medium,2018,Academic,2017,"['symptom', 'depressive', 'maternal', 'adolescent', 'emotional', 'childhood', 'problem', 'mother', 'associate', 'development']",14,"['symptom', 'social', 'disorder', 'treatment', 'diagnose', 'patient', 'physical', 'medical', 'condition', 'therapy']",0.767548024654388,20
Medium,2014,Academic,2017,"['ci', 'adjust', 'adult', 'confidence_interval', 'rate', 'ratio', 'live', 'incidence', 'condition', 'economic']",15,"['memory', 'late', 'confidence', 'audience', 'check', 'result', 'perhaps', 'likely', 'angry', 'music']",0.65733277797699,9
Medium,2019,Academic,2017,"['patient', 'group', 'control', 'ocd', 'compare', 'activity', 'significantly', 'aim', 'relative', 'however']",16,"['mental_health', 'relationship', 'support', 'result', 'challenge', 'individual', 'provide', 'example', 'low', 'healthy']",0.703929841518402,19
Medium,2016,Academic,2017,"['mental', 'health', 'self', 'network', 'report', 'participant', 'support', 'help', 'service', 'intervention']",17,"['mental_health', 'medication', 'doctor', 'issue', 'drug', 'support', 'therapy', 'suffer', 'mental_illness', 'health']",0.823282122612,0
Medium,2014,Academic,2017,"['history', 'insomnia', 'trauma', 'see', 'early', 'initially', 'case', 'absence', 'identity', 'neglect']",18,"['frustration', 'sleep', 'symptom', 'reduce', 'class', 'meditation', 'flight', 'memory', 'angry', 'difference']",0.655142545700073,7
Medium,2015,Academic,2017,"['group', 'intervention', 'effect', 'training', 'control', 'reduce', 'cognitive', 'compare', 'condition', 'efficacy']",19,"['group', 'receptor', 'gene', 'study', 'response', 'dna', 'silence', 'epigenetic', 'anger', 'individual']",0.738570153713226,28
Medium,2019,Academic,2017,"['social', 'response', 'sad', 'avoidance', 'face', 'inhibition', 'task', 'show', 'obesity', 'effect']",20,"['die', 'sorry', 'response', 'food', 'habit', 'space', 'quality', 'ensure', 'mindful', 'threat']",0.657805025577545,0
Medium,2016,Academic,2017,"['bipolar', 'feature', 'bd', 'onset', 'mood', 'clinical', 'somatization', 'presentation', 'subject', 'frequency']",21,"['mental_health', 'medication', 'doctor', 'issue', 'drug', 'support', 'therapy', 'suffer', 'mental_illness', 'health']",0.718010783195496,0
Medium,2019,Academic,2017,"['model', 'scale', 'measure', 'factor', 'item', 'questionnaire', 'support', 'pathway', 'analysis', 'sample']",22,"['goal', 'decision', 'journal', 'product', 'activity', 'distraction', 'page', 'negative', 'writing', 'personal']",0.608238101005554,18
Medium,2016,Academic,2017,"['ptsd', 'post_traumatic', 'physical', 'day', 'emotion_regulation', 'stress', 'outcome', 'trauma', 'symptom', 'follow']",23,"['grief', 'ptsd', 'gad', 'die', 'gut', 'prescribe', 'trauma', 'alternative', 'irrational', 'diagnosis']",0.766439378261566,40
Medium,2017,Academic,2017,"['behaviour', 'increase', 'exercise', 'disability', 'temporal', 'harm', 'cause', 'decrease', 'attitude', 'trajectory']",24,"['social', 'level', 'high', 'exercise', 'effect', 'increase', 'reduce', 'result', 'system', 'study']",0.730295419692993,20
Medium,2020,Academic,2017,"['stress', 'bias', 'positive', 'symptom', 'attention', 'stressor', 'test', 'negative', 'psychosis', 'early']",25,"['negative', 'positive', 'energy', 'peace', 'thinking', 'awareness', 'relax', 'attention', 'listen', 'physical']",0.763516128063202,3
Medium,2019,Academic,2018,"['treatment', 'group', 'patient', 'effect', 'therapy', 'compare', 'outcome', 'change', 'week', 'quality']",0,"['therapy', 'mood', 'cancer', 'effective', 'vitamin', 'patient', 'light', 'function', 'direct', 'regulate']",0.733143210411072,13
Medium,2020,Academic,2018,"['intervention', 'cbt', 'base', 'research', 'effect', 'step', 'program', 'outcome', 'mindfulness', 'analysis']",1,"['psychological', 'journal', 'interaction', 'belief', 'clinical', 'analyze', 'transform', 'subconscious', 'perception', 'psychology']",0.725988328456879,12
Medium,2019,Academic,2018,"['risk', 'depressive', 'associate', 'age', 'association', 'predict', 'year', 'sample', 'factor', 'sex']",2,"['mental_health', 'relationship', 'support', 'result', 'challenge', 'individual', 'provide', 'example', 'low', 'healthy']",0.676752686500549,19
Medium,2016,Academic,2018,"['mental', 'health', 'patient', 'associate', 'high', 'association', 'life', 'datum', 'psychiatric', 'people']",3,"['mental_health', 'medication', 'doctor', 'issue', 'drug', 'support', 'therapy', 'suffer', 'mental_illness', 'health']",0.853613257408142,0
Medium,2015,Academic,2018,"['patient', 'gad', 'mdd', 'group', 'panic', 'right', 'compare', 'clinical', 'severity', 'comorbid']",4,"['doctor', 'father', 'visit', 'baby', 'cry', 'dad', 'condition', 'mom', 'note', 'patient']",0.718715667724609,4
Medium,2018,Academic,2018,"['memory', 'response', 'increase', 'fear', 'amygdala', 'threat', 'effect', 'state', 'show', 'brain']",5,"['response', 'system', 'fight', 'release', 'event', 'training', 'threat', 'program', 'boss', 'respond']",0.723184406757355,37
Medium,2020,Academic,2018,"['cognitive', 'performance', 'face', 'adhd', 'bias', 'high', 'task', 'relaxation', 'attention', 'psychiatry']",6,"['meditation', 'com', 'https', 'mindfulness', 'meditate', 'originally_publishe', 'present', 'org', 'mindful', 'tool']",0.76563823223114,15
Medium,2018,Academic,2018,"['social', 'emotional', 'negative', 'relationship', 'self', 'cognitive', 'emotion', 'sad', 'relate', 'suggest']",7,"['emotion', 'pain', 'emotional', 'suffer', 'hurt', 'soul', 'heal', 'physical', 'relationship', 'push']",0.814021229743958,27
Medium,2016,Academic,2018,"['stress', 'child', 'maternal', 'ptsd', 'exposure', 'mother', 'woman', 'trauma', 'expose', 'behavior']",8,"['school', 'kid', 'adult', 'teacher', 'teen', 'contact', 'adolescent', 'exciting', 'complicated', 'child']",0.696315228939056,25
Medium,2018,Academic,2018,"['score', 'level', 'scale', 'factor', 'measure', 'high', 'trait', 'personality', 'sample', 'low']",9,"['goal', 'business', 'plan', 'money', 'energy', 'success', 'achieve', 'guilt', 'fail', 'failure']",0.672065496444702,21
Medium,2016,Academic,2019,"['health', 'mental', 'care', 'internalize', 'experience', 'service', 'support', 'people', 'need', 'live']",0,"['mental_health', 'medication', 'doctor', 'issue', 'drug', 'support', 'therapy', 'suffer', 'mental_illness', 'health']",0.823244869709015,0
Medium,2016,Academic,2019,"['child', 'adolescent', 'parent', 'behavior', 'age', 'youth', 'problem', 'school', 'report', 'parental']",1,"['school', 'kid', 'adult', 'teacher', 'teen', 'contact', 'adolescent', 'exciting', 'complicated', 'child']",0.81161767244339,25
Medium,2016,Academic,2019,"['effect', 'state', 'level', 'pain', 'trait', 'performance', 'high', 'control', 'analysis', 'network']",2,"['high', 'treat', 'human', 'relationship', 'test', 'normal', 'act', 'task', 'pressure', 'sleep']",0.709087729454041,34
Medium,2018,Academic,2019,"['treatment', 'intervention', 'group', 'effect', 'outcome', 'patient', 'symptom', 'therapy', 'week', 'trial']",3,"['symptom', 'social', 'disorder', 'treatment', 'diagnose', 'patient', 'physical', 'medical', 'condition', 'therapy']",0.791921675205231,20
Medium,2018,Academic,2019,"['patient', 'symptom', 'risk', 'factor', 'high', 'psychiatric', 'associate', 'depressive', 'clinical', 'score']",4,"['symptom', 'social', 'disorder', 'treatment', 'diagnose', 'patient', 'physical', 'medical', 'condition', 'therapy']",0.75581032037735,20
Medium,2014,Academic,2019,"['self', 'measure', 'cognitive', 'research', 'include', 'model', 'scale', 'assess', 'well', 'present']",5,"['memory', 'result', 'search', 'outcome', 'intention', 'late', 'assumption', 'example', 'subconscious', 'performance']",0.677791237831116,29
Medium,2018,Academic,2019,"['stress', 'woman', 'maternal', 'attachment', 'mother', 'postpartum', 'acute', 'mindfulness', 'infant', 'addiction']",6,"['meditation', 'practice', 'app', 'meditate', 'calm', 'minute', 'creativity', 'daily', 'peace', 'routine']",0.752182304859161,14
Medium,2015,Academic,2019,"['psychological', 'distress', 'student', 'negative', 'ocd', 'score', 'high', 'resilience', 'fear', 'panic']",7,"['student', 'pitch', 'mental_health', 'healthtap', 'session', 'business', 'ceo', 'patient', 'university', 'pressure']",0.809978365898132,29
Medium,2018,Academic,2019,"['social', 'symptom', 'associate', 'relationship', 'association', 'sleep', 'predict', 'risk', 'examine', 'level']",8,"['symptom', 'social', 'disorder', 'treatment', 'diagnose', 'patient', 'physical', 'medical', 'condition', 'therapy']",0.732955455780029,20
Medium,2018,Academic,2019,"['brain', 'behavior', 'group', 'increase', 'pregnancy', 'response', 'task', 'emotional', 'stimulus', 'affective']",9,"['emotion', 'pain', 'emotional', 'suffer', 'hurt', 'soul', 'heal', 'physical', 'relationship', 'push']",0.728413999080658,27
Medium,2018,Academic,2020,"['scale', 'measure', 'score', 'gad', 'item', 'age', 'assess', 'analysis', 'factor', 'sex']",0,"['game', 'play', 'addiction', 'mistake', 'ultimately', 'tendency', 'object', 'pressure', 'grade', 'successful']",0.632727742195129,22
Medium,2019,Academic,2020,"['risk', 'factor', 'association', 'limitation', 'early', 'associate', 'ptsd', 'follow', 'psychiatric', 'datum']",1,"['mental_health', 'relationship', 'support', 'result', 'challenge', 'individual', 'provide', 'example', 'low', 'healthy']",0.658172726631165,19
Medium,2016,Academic,2020,"['covid', 'psychological', 'ci', 'pandemic', 'prevalence', 'stress', 'factor', 'impact', 'survey', 'high']",2,"['high', 'treat', 'human', 'relationship', 'test', 'normal', 'act', 'task', 'pressure', 'sleep']",0.68827348947525,34
Medium,2016,Academic,2020,"['sleep', 'effect', 'response', 'increase', 'network', 'change', 'level', 'time', 'suggest', 'brain']",3,"['high', 'treat', 'human', 'relationship', 'test', 'normal', 'act', 'task', 'pressure', 'sleep']",0.702115476131439,34
Medium,2014,Academic,2020,"['woman', 'depressive', 'student', 'pregnancy', 'year', 'medical', 'high', 'ci', 'perinatal', 'stressor']",4,"['woman', 'sleep', 'screen', 'disorder', 'symptom', 'reduce', 'university', 'department', 'study', 'psychological']",0.772055804729462,15
Medium,2018,Academic,2020,"['treatment', 'intervention', 'group', 'therapy', 'week', 'participant', 'post', 'follow', 'change', 'trial']",5,"['therapy', 'therapist', 'partner', 'issue', 'episode', 'chronic', 'psychiatrist', 'admit', 'date', 'relationship']",0.794386923313141,8
Medium,2016,Academic,2020,"['distress', 'psychological', 'cope', 'worker', 'vulnerability', 'transdiagnostic', 'resilience', 'staff', 'pain', 'medical']",6,"['mental_health', 'medication', 'doctor', 'issue', 'drug', 'support', 'therapy', 'suffer', 'mental_illness', 'health']",0.708477973937988,0
Medium,2018,Academic,2020,"['patient', 'clinical', 'high', 'compare', 'depressive', 'non', 'associate', 'score', 'severity', 'characteristic']",7,"['symptom', 'social', 'disorder', 'treatment', 'diagnose', 'patient', 'physical', 'medical', 'condition', 'therapy']",0.742919147014618,20
Medium,2018,Academic,2020,"['alcohol', 'family', 'loneliness', 'share', 'people', 'case', 'report', 'community', 'question', 'error']",8,"['mental', 'mental_health', 'mental_illness', 'recovery', 'alcohol', 'illness', 'stigma', 'management', 'issue', 'health']",0.649728894233704,13
Medium,2018,Academic,2020,"['cognitive', 'trait', 'performance', 'avoidance', 'face', 'interpersonal', 'ability', 'alteration', 'mediator', 'skill']",9,"['negative', 'positive', 'present', 'mindfulness', 'pattern', 'future', 'skill', 'example', 'outcome', 'build']",0.734674632549286,19
Medium,2018,Academic,2020,"['mdd', 'suicide', 'major_depressive', 'suicidal', 'suicidality', 'scale', 'rating', 'indicator', 'level', 'prevalence']",10,"['mental_health', 'support', 'society', 'suicide', 'community', 'die', 'suffer', 'death', 'peer', 'speak']",0.693123579025269,29
Medium,2018,Academic,2020,"['group', 'childhood', 'bipolar', 'high', 'bd', 'ocd', 'youth', 'age', 'control', 'abuse']",11,"['child', 'parent', 'social_media', 'young', 'teen', 'adult', 'school', 'age', 'technology', 'resource']",0.719128370285034,28
Medium,2016,Academic,2020,"['negative', 'self', 'relationship', 'individual', 'positive', 'effect', 'emotion', 'support', 'measure', 'predict']",12,"['emotion', 'negative', 'future', 'positive', 'allow', 'create', 'thinking', 'action', 'anger', 'choice']",0.762523710727692,6
Medium,2018,Academic,2020,"['stress', 'fear', 'insomnia', 'dass', 'sensitivity', 'environmental', 'human', 'older_adult', 'pathological', 'cause']",13,"['emotion', 'pain', 'emotional', 'suffer', 'hurt', 'soul', 'heal', 'physical', 'relationship', 'push']",0.75034636259079,27
Medium,2016,Academic,2020,"['social', 'adolescent', 'sad', 'impulsivity', 'substance', 'eat', 'profile', 'depressive', 'clinical', 'functional_connectivity']",14,"['social', 'girl', 'meet', 'age', 'old', 'boy', 'summer', 'party', 'introvert', 'nice']",0.686389267444611,18
Medium,2017,Academic,2020,"['health', 'mental', 'child', 'report', 'experience', 'problem', 'people', 'care', 'life', 'age']",15,"['mental_health', 'health', 'medication', 'issue', 'support', 'mental_illness', 'illness', 'drug', 'mental', 'seek']",0.749312460422516,23
Medium,2018,Academic,2020,"['disability', 'review', 'quality', 'include', 'physical', 'search', 'evidence', 'term', 'implementation', 'practice']",16,"['negative', 'positive', 'present', 'mindfulness', 'pattern', 'future', 'skill', 'example', 'outcome', 'build']",0.688460111618042,19
Medium,2019,Academic,2020,"['treatment', 'severity', 'antidepressant', 'functional', 'psychiatric', 'drug', 'meta', 'predict', 'adult', 'outcome']",17,"['medication', 'symptom', 'health', 'drug', 'treatment', 'pain', 'gut', 'doctor', 'medicine', 'effect']",0.794183075428009,2
