,corpus,corpus_year,query_source,query_year,query,query_topicID,best_match,best_match_score,best_match_topicID
1663,Academic,2018,Medium,2015,"['intimacy', 'partner', 'emotional', 'fight', 'toxic', 'crazy', 'seek', 'behave', 'intense', 'amazing']",41,"['social', 'emotional', 'negative', 'relationship', 'self', 'cognitive', 'emotion', 'sad', 'relate', 'suggest']",0.731371521949768,7
1664,Academic,2018,Medium,2016,"['mental_health', 'medication', 'doctor', 'issue', 'drug', 'support', 'therapy', 'suffer', 'mental_illness', 'health']",0,"['mental', 'health', 'patient', 'associate', 'high', 'association', 'life', 'datum', 'psychiatric', 'people']",0.853613257408142,3
1145,Academic,2016,Medium,2016,"['job', 'company', 'career', 'pay', 'money', 'idea', 'quit', 'team', 'position', 'post']",1,"['trait', 'response', 'state', 'task', 'performance', 'threat', 'female', 'bias', 'high', 'anger']",0.649811208248138,12
886,Academic,2015,Medium,2016,"['publish', 'oil', 'blood', 'popular', 'consciousness', 'remedy', 'movement', 'wide', 'product', 'wise']",2,"['social', 'sad', 'change', 'personality', 'control', 'participant', 'group', 'perceive', 'stroke', 'task']",0.578527927398682,8
1667,Academic,2018,Medium,2016,"['happy', 'happiness', 'sad', 'sadness', 'smile', 'content', 'drag', 'laugh', 'ignore', 'pretend']",3,"['social', 'emotional', 'negative', 'relationship', 'self', 'cognitive', 'emotion', 'sad', 'relate', 'suggest']",0.613447427749634,7
1928,Academic,2019,Medium,2016,"['hospital', 'safety', 'safe', 'question', 'patient', 'nurse', 'valid', 'meditate', 'contemplate', 'puzzle']",4,"['patient', 'symptom', 'risk', 'factor', 'high', 'psychiatric', 'associate', 'depressive', 'clinical', 'score']",0.668367564678192,4
369,Academic,2013,Medium,2016,"['child', 'parent', 'baby', 'kid', 'filter', 'screen', 'eye_contact', 'harsh', 'cell', 'bet']",5,"['child', 'parent', 'clinic', 'behavior', 'word', 'eat', 'report', 'behavioral', 'change', 'emotional']",0.768991589546204,4
2190,Academic,2020,Medium,2016,"['emotion', 'negative', 'future', 'positive', 'allow', 'create', 'thinking', 'action', 'anger', 'choice']",6,"['negative', 'self', 'relationship', 'individual', 'positive', 'effect', 'emotion', 'support', 'measure', 'predict']",0.762523710727692,12
1411,Academic,2017,Medium,2016,"['mom', 'mother', 'parent', 'dad', 'room', 'father', 'later', 'cry', 'throat', 'school']",7,"['child', 'parent', 'anxious', 'family', 'task', 'parental', 'ambiguous', 'reaction', 'children', 'style']",0.708157062530518,1
112,Academic,2012,Medium,2016,"['story', 'pain', 'realize', 'kind', 'yet', 'struggle', 'break', 'sense', 'instead', 'afraid']",8,"['anxiety', 'negative', 'sensitivity', 'belief', 'disorder', 'relate', 'finding', 'support', 'result', 'control']",0.606098830699921,33
373,Academic,2013,Medium,2016,"['financial', 'os', 'passionate', 'terrified', 'grand', 'surge', 'final', 'adulthood', 'adventure', 'motion']",9,"['posttreatment', 'sad', 'goal', 'mortality', 'withdrawal', 'cost', 'behavior', 'direct', 'respond', 'decrease']",0.638806521892548,11
1154,Academic,2016,Medium,2016,"['man', 'woman', 'message', 'question', 'comfort_zone', 'bury', 'text', 'answer', 'denial', 'adapt']",10,"['social', 'sad', 'cognitive', 'impairment', 'neural', 'response', 'processing', 'subjective', 'affective', 'gene']",0.684037029743195,3
375,Academic,2013,Medium,2016,"['book', 'step', 'failure', 'challenge', 'exercise', 'simple', 'base', 'confidence', 'practice', 'process']",11,"['broad', 'content', 'training', 'barrier', 'child', 'clinical', 'follow', 'outcome', 'intervention', 'demonstrate']",0.652688920497894,17
2196,Academic,2020,Medium,2016,"['sleep', 'eat', 'check', 'bit', 'food', 'meet', 'quite', 'almost', 'decision', 'happy']",12,"['sleep', 'effect', 'response', 'increase', 'network', 'change', 'level', 'time', 'suggest', 'brain']",0.681793928146362,3
1677,Academic,2018,Medium,2016,"['mas', 'cheer', 'tem', 'tudo', 'era', 'sacrifice', 'essa', 'breaking', 'assim', 'crisis']",13,"['mental', 'health', 'patient', 'associate', 'high', 'association', 'life', 'datum', 'psychiatric', 'people']",0.683482587337494,3
1158,Academic,2016,Medium,2016,"['embrace', 'personally', 'perfect', 'color', 'solution', 'float', 'uncertainty', 'picture', 'inspire', 'star']",14,"['ptsd', 'cbt', 'amygdala', 'activation', 'cognitive', 'behavioral', 'increase', 'group', 'right', 'change']",0.601645588874817,19
1159,Academic,2016,Medium,2016,"['book', 'dance', 'tea', 'relax', 'music', 'complain', 'selfish', 'club', 'room', 'party']",15,"['behavior', 'work', 'suicidal_ideation', 'suicidal', 'online', 'sex', 'offer', 'increase', 'address', 'self']",0.584055840969086,24
1160,Academic,2016,Medium,2016,"['god', 'travel', 'son', 'money', 'law', 'pray', 'meal', 'grace', 'surely', 'ticket']",16,"['eat', 'pathology', 'dsm', 'bmi', 'suicidality', 'accurate', 'ability', 'indirect', 'cumulative', 'functioning']",0.58784955739975,13
641,Academic,2014,Medium,2016,"['medium', 'profile', 'pm', 'occasionally', 'tweet', 'rid', 'follower', 'asshole', 'twitter', 'passive']",17,"['group', 'post', 'participant', 'depression', 'icbt', 'internet', 'effectiveness', 'effective', 'compare', 'base']",0.619178533554077,15
2202,Academic,2020,Medium,2016,"['social', 'girl', 'meet', 'age', 'old', 'boy', 'summer', 'party', 'introvert', 'nice']",18,"['social', 'adolescent', 'sad', 'impulsivity', 'substance', 'eat', 'profile', 'depressive', 'clinical', 'functional_connectivity']",0.6863893866539,14
1943,Academic,2019,Medium,2016,"['student', 'class', 'college', 'yoga', 'university', 'language', 'recover', 'recovery', 'semester', 'teach']",19,"['psychological', 'distress', 'student', 'negative', 'ocd', 'score', 'high', 'resilience', 'fear', 'panic']",0.663921117782593,7
384,Academic,2013,Medium,2016,"['cost', 'gon', 'loneliness', 'thousand', 'tighten', 'exhaustion', 'illustrate', 'statement', 'freedom', 'save']",20,"['posttreatment', 'sad', 'goal', 'mortality', 'withdrawal', 'cost', 'behavior', 'direct', 'respond', 'decrease']",0.623480379581451,11
905,Academic,2015,Medium,2016,"['dog', 'fuck', 'shit', 'sick', 'fucking', 'piece', 'writer', 'cloud', 'waste', 'pile']",21,"['ptsd', 'trauma', 'gad', 'worry', 'negative', 'tool', 'clinical', 'sample', 'utility', 'psycinfo_database']",0.61504864692688,3
1426,Academic,2017,Medium,2016,"['breathe', 'breath', 'breathing', 'chest', 'demon', 'scream', 'bully', 'monster', 'creature', 'lung']",22,"['threat', 'fear', 'cognitive', 'stimulus', 'reactivity', 'mechanism', 'sensitivity', 'attentional', 'impair', 'cue']",0.60884952545166,0
1427,Academic,2017,Medium,2016,"['brother', 'nervous', 'flaw', 'presentation', 'present', 'space', 'consume', 'birth', 'western', 'norm']",23,"['child', 'parent', 'anxious', 'family', 'task', 'parental', 'ambiguous', 'reaction', 'children', 'style']",0.629450082778931,1
2208,Academic,2020,Medium,2016,"['online', 'ocean', 'genuinely', 'reading', 'comfortable', 'vulnerability', 'distance', 'gentle', 'overthinke', 'lately']",24,"['cognitive', 'trait', 'performance', 'avoidance', 'face', 'interpersonal', 'ability', 'alteration', 'mediator', 'skill']",0.621145248413086,9
1949,Academic,2019,Medium,2016,"['school', 'kid', 'adult', 'teacher', 'teen', 'contact', 'adolescent', 'exciting', 'complicated', 'child']",25,"['child', 'adolescent', 'parent', 'behavior', 'age', 'youth', 'problem', 'school', 'report', 'parental']",0.81161767244339,1
1170,Academic,2016,Medium,2016,"['shame', 'salt', 'grand', 'passionate', 'motion', 'regret', 'adventure', 'edge', 'exhausted', 'feed']",26,"['eat', 'pathology', 'dsm', 'bmi', 'suicidality', 'accurate', 'ability', 'indirect', 'cumulative', 'functioning']",0.656571269035339,13
1951,Academic,2019,Medium,2016,"['meditation', 'pour', 'et', 'dan', 'un', 'la', 'ai', 'expand', 'mais', 'san']",27,"['stress', 'woman', 'maternal', 'attachment', 'mother', 'postpartum', 'acute', 'mindfulness', 'infant', 'addiction']",0.625613451004028,6
912,Academic,2015,Medium,2016,"['que', 'nao', 'para', 'com', 'por', 'mais', 'ser', 'uma', 'isso', 'como']",28,"['parental', 'panic', 'fear', 'sensitivity', 'response', 'behavioral', 'psychopathology', 'startle', 'relate', 'measure']",0.587029814720154,12
133,Academic,2012,Medium,2016,"['panic_attack', 'attack', 'panic', 'calm', 'focus', 'pass', 'space', 'stomach', 'trigger', 'scary']",29,"['threat', 'bias', 'attention', 'reactivity', 'delay', 'show', 'reduction', 'activation', 'stimulus', 'anxiety']",0.685165584087372,9
394,Academic,2013,Medium,2016,"['regret', 'terrified', 'adulthood', 'adventure', 'edge', 'feed', 'financial', 'grand', 'motion', 'passionate']",30,"['posttreatment', 'sad', 'goal', 'mortality', 'withdrawal', 'cost', 'behavior', 'direct', 'respond', 'decrease']",0.653150677680969,11
2215,Academic,2020,Medium,2016,"['wait', 'black', 'holiday', 'car', 'minute', 'door', 'house', 'phone', 'drive', 'early']",31,"['sleep', 'effect', 'response', 'increase', 'network', 'change', 'level', 'time', 'suggest', 'brain']",0.584742546081543,3
1176,Academic,2016,Medium,2016,"['theory', 'injury', 'humor', 'tale', 'feed', 'grand', 'passionate', 'financial', 'edge', 'utter']",32,"['eat', 'pathology', 'dsm', 'bmi', 'suicidality', 'accurate', 'ability', 'indirect', 'cumulative', 'functioning']",0.636898458003998,13
1177,Academic,2016,Medium,2016,"['tomorrow', 'rule', 'proper', 'rejection', 'climb', 'tap', 'loss', 'hook', 'defeat', 'gym']",33,"['eat', 'pathology', 'dsm', 'bmi', 'suicidality', 'accurate', 'ability', 'indirect', 'cumulative', 'functioning']",0.67888081073761,13
398,Academic,2013,Medium,2016,"['high', 'treat', 'human', 'relationship', 'test', 'normal', 'act', 'task', 'pressure', 'sleep']",34,"['stress', 'depression', 'participant', 'control', 'self', 'program', 'function', 'group', 'response', 'risk']",0.746512413024902,15
1439,Academic,2017,Medium,2016,"['practice', 'benefit', 'team', 'skill', 'mindfulness', 'focus', 'business', 'course', 'free', 'improve']",35,"['mental', 'health', 'self', 'network', 'report', 'participant', 'support', 'help', 'service', 'intervention']",0.719512581825256,17
660,Academic,2014,Medium,2016,"['post', 'com', 'facebook', 'share', 'blog', 'video', 'www', 'internet', 'social_media', 'election']",36,"['group', 'post', 'participant', 'depression', 'icbt', 'internet', 'effectiveness', 'effective', 'compare', 'base']",0.669012784957886,15
141,Academic,2012,Medium,2016,"['disorder', 'symptom', 'treatment', 'study', 'level', 'health', 'social', 'response', 'suffer', 'avoid']",37,"['disorder', 'anxiety', 'study', 'depression', 'year', 'associate', 'use', 'association', 'examine', 'sample']",0.823895454406738,25
142,Academic,2012,Medium,2016,"['plan', 'spend', 'trip', 'smoke', 'fun', 'weekend', 'high', 'cancel', 'watch', 'store']",38,"['patient', 'anxiety', 'cognitive', 'treatment', 'outcome', 'depression', 'nightmare', 'use', 'disorder', 'therapy']",0.625857889652252,8
1183,Academic,2016,Medium,2016,"['water', 'bed', 'die', 'eye', 'light', 'dark', 'fall', 'dead', 'cold', 'morning']",39,"['quality', 'life', 'sleep', 'fear', 'change', 'trajectory', 'time', 'insomnia', 'domain', 'type']",0.634910643100739,15
924,Academic,2015,Medium,2016,"['grief', 'ptsd', 'gad', 'die', 'gut', 'prescribe', 'trauma', 'alternative', 'irrational', 'diagnosis']",40,"['ptsd', 'trauma', 'gad', 'worry', 'negative', 'tool', 'clinical', 'sample', 'utility', 'psycinfo_database']",0.786254405975342,3
665,Academic,2014,Medium,2016,"['crowd', 'terror', 'gathering', 'physician', 'political', 'palpitation', 'fatigue', 'boil', 'scientist', 'tremble']",41,"['cbt', 'therapy', 'outcome', 'cognitive', 'behavioral', 'group', 'therapist', 'psychological', 'measure', 'predict']",0.664496958255768,3
1706,Academic,2018,Medium,2017,"['art', 'creative', 'story', 'company', 'artist', 'career', 'coach', 'culture', 'speak', 'review']",0,"['cognitive', 'performance', 'face', 'adhd', 'bias', 'high', 'task', 'relaxation', 'attention', 'psychiatry']",0.585840940475464,6
147,Academic,2012,Medium,2017,"['question', 'emotion', 'thinking', 'truth', 'crisis', 'pattern', 'idea', 'behavior', 'external', 'uncertainty']",1,"['anxiety', 'negative', 'sensitivity', 'belief', 'disorder', 'relate', 'finding', 'support', 'result', 'control']",0.682926058769226,33
1708,Academic,2018,Medium,2017,"['book', 'american', 'existence', 'fat', 'author', 'diet', 'low', 'confront', 'percent', 'like']",2,"['social', 'emotional', 'negative', 'relationship', 'self', 'cognitive', 'emotion', 'sad', 'relate', 'suggest']",0.550818860530853,7
929,Academic,2015,Medium,2017,"['future', 'step', 'question', 'decision', 'job', 'accept', 'set', 'list', 'process', 'plan']",3,"['social', 'sad', 'change', 'personality', 'control', 'participant', 'group', 'perceive', 'stroke', 'task']",0.658775746822357,8
150,Academic,2012,Medium,2017,"['morning', 'darkness', 'light', 'dark', 'glass', 'bed', 'wake', 'dance', 'useless', 'awake']",4,"['sleep', 'hybrid', 'monitoring', 'insomnia', 'acceptability', 'diary', 'end', 'ancillary', 'durability', 'isolation']",0.672809958457947,1
411,Academic,2013,Medium,2017,"['mindfulness', 'app', 'rich', 'project', 'email', 'technology', 'inspire', 'communicate', 'platform', 'podcast']",5,"['intervention', 'group', 'base', 'social', 'mindfulness', 'participant', 'internet', 'therapy', 'trial', 'month_follow']",0.709370791912079,14
1192,Academic,2016,Medium,2017,"['job', 'drink', 'phone', 'pay', 'normal', 'money', 'car', 'business', 'month', 'horrible']",6,"['behavior', 'work', 'suicidal_ideation', 'suicidal', 'online', 'sex', 'offer', 'increase', 'address', 'self']",0.644143879413605,24
413,Academic,2013,Medium,2017,"['break', 'realize', 'probably', 'story', 'house', 'decide', 'wrong', 'bit', 'hate', 'open']",7,"['change', 'self', 'participant', 'cognitive', 'panic', 'sensitivity', 'mediate', 'effect', 'level', 'process']",0.561580061912537,2
2234,Academic,2020,Medium,2017,"['recovery', 'recover', 'magic', 'knee', 'red', 'scar', 'land', 'noise', 'third', 'hole']",8,"['cognitive', 'trait', 'performance', 'avoidance', 'face', 'interpersonal', 'ability', 'alteration', 'mediator', 'skill']",0.626827359199524,9
1715,Academic,2018,Medium,2017,"['energy', 'fight', 'emotion', 'state', 'awareness', 'negative', 'news', 'thinking', 'positive', 'choose']",9,"['social', 'emotional', 'negative', 'relationship', 'self', 'cognitive', 'emotion', 'sad', 'relate', 'suggest']",0.745986819267273,7
1456,Academic,2017,Medium,2017,"['shit', 'fuck', 'game', 'tired', 'watch', 'fucking', 'tomorrow', 'extra', 'video', 'episode']",10,"['population', 'people', 'clinical', 'datum', 'chronic', 'new', 'major', 'episode', 'assessment', 'country']",0.606347501277924,7
157,Academic,2012,Medium,2017,"['travel', 'god', 'train', 'faith', 'bag', 'yesterday', 'wife', 'mountain', 'city', 'pack']",11,"['social', 'participant', 'positive', 'anxiety', 'take', 'cue', 'train', 'reduce', 'control', 'approach']",0.637991607189178,5
678,Academic,2014,Medium,2017,"['post', 'social_media', 'facebook', 'twitter', 'society', 'photo', 'picture', 'confidence', 'online', 'win']",12,"['group', 'post', 'participant', 'depression', 'icbt', 'internet', 'effectiveness', 'effective', 'compare', 'base']",0.633122026920319,15
2239,Academic,2020,Medium,2017,"['hair', 'girl', 'man', 'air', 'film', 'cut', 'suicide', 'tear', 'dry', 'nail']",13,"['mdd', 'suicide', 'major_depressive', 'suicidal', 'suicidality', 'scale', 'rating', 'indicator', 'level', 'prevalence']",0.594192922115326,10
1460,Academic,2017,Medium,2017,"['music', 'listen', 'song', 'click', 'article', 'internet', 'event', 'dr', 'stage', 'product']",14,"['well', 'specific', 'also', 'research', 'event', 'examine', 'cognitive', 'finding', 'individual', 'high']",0.612630546092987,13
1981,Academic,2019,Medium,2017,"['child', 'woman', 'school', 'parent', 'kid', 'young', 'mother', 'student', 'class', 'mom']",15,"['child', 'adolescent', 'parent', 'behavior', 'age', 'youth', 'problem', 'school', 'report', 'parental']",0.77646678686142,1
1722,Academic,2018,Medium,2017,"['meditation', 'practice', 'meditate', 'present', 'combine', 'morning', 'mental', 'habit', 'creativity', 'clarity']",16,"['cognitive', 'performance', 'face', 'adhd', 'bias', 'high', 'task', 'relaxation', 'attention', 'psychiatry']",0.752309799194336,6
163,Academic,2012,Medium,2017,"['walk', 'breathe', 'breath', 'eye', 'attack', 'hand', 'die', 'door', 'hold', 'panic']",17,"['threat', 'bias', 'attention', 'reactivity', 'delay', 'show', 'reduction', 'activation', 'stimulus', 'anxiety']",0.637583076953888,9
1724,Academic,2018,Medium,2017,"['holiday', 'gift', 'compassion', 'season', 'memory', 'trauma', 'heal', 'chaos', 'healing', 'rage']",18,"['mental', 'health', 'patient', 'associate', 'high', 'association', 'life', 'datum', 'psychiatric', 'people']",0.701516330242157,3
685,Academic,2014,Medium,2017,"['eat', 'food', 'com', 'ok', 'healthy', 'unhealthy', 'mental', 'final', 'city', 'consume']",19,"['eat', 'safety', 'global', 'disease', 'behavior', 'remission', 'weekly', 'medication', 'combination', 'cognition']",0.754152476787567,6
1466,Academic,2017,Medium,2017,"['social', 'level', 'high', 'exercise', 'effect', 'increase', 'reduce', 'result', 'system', 'study']",20,"['behaviour', 'increase', 'exercise', 'disability', 'temporal', 'harm', 'cause', 'decrease', 'attitude', 'trajectory']",0.730295419692993,24
427,Academic,2013,Medium,2017,"['dog', 'water', 'master', 'shoe', 'warm', 'animal', 'color', 'black', 'cat', 'object']",21,"['child', 'parent', 'clinic', 'behavior', 'word', 'eat', 'report', 'behavioral', 'change', 'emotional']",0.564258277416229,4
1728,Academic,2018,Medium,2017,"['pain', 'emotion', 'depressed', 'happy', 'sad', 'relationship', 'sadness', 'happiness', 'joy', 'deep']",22,"['social', 'emotional', 'negative', 'relationship', 'self', 'cognitive', 'emotion', 'sad', 'relate', 'suggest']",0.733165085315704,7
1729,Academic,2018,Medium,2017,"['mental_health', 'health', 'medication', 'issue', 'support', 'mental_illness', 'illness', 'drug', 'mental', 'seek']",23,"['mental', 'health', 'patient', 'associate', 'high', 'association', 'life', 'datum', 'psychiatric', 'people']",0.83581817150116,3
170,Academic,2012,Medium,2017,"['disorder', 'therapy', 'symptom', 'panic_attack', 'therapist', 'treatment', 'ocd', 'panic', 'condition', 'suffer']",24,"['patient', 'anxiety', 'cognitive', 'treatment', 'outcome', 'depression', 'nightmare', 'use', 'disorder', 'therapy']",0.761954307556152,8
1991,Academic,2019,Medium,2017,"['doctor', 'office', 'hospital', 'husband', 'boss', 'meeting', 'test', 'nurse', 'deadline', 'machine']",25,"['health', 'mental', 'care', 'internalize', 'experience', 'service', 'support', 'people', 'need', 'live']",0.721192002296448,0
1212,Academic,2016,Medium,2018,"['modern', 'option', 'stone', 'counselor', 'counseling', 'heal', 'blind', 'healing', 'mirror', 'severe']",0,"['social', 'sad', 'cognitive', 'impairment', 'neural', 'response', 'processing', 'subjective', 'affective', 'gene']",0.685986757278442,3
1733,Academic,2018,Medium,2018,"['phone', 'walk', 'check', 'ocd', 'boyfriend', 'laugh', 'neck', 'mountain', 'smell', 'grab']",1,"['social', 'emotional', 'negative', 'relationship', 'self', 'cognitive', 'emotion', 'sad', 'relate', 'suggest']",0.593322455883026,7
174,Academic,2012,Medium,2018,"['grateful', 'gratitude', 'laugh', 'music', 'relax', 'listen', 'ear', 'box', 'choose', 'relaxation']",2,"['anxiety', 'negative', 'sensitivity', 'belief', 'disorder', 'relate', 'finding', 'support', 'result', 'control']",0.565954208374023,33
175,Academic,2012,Medium,2018,"['god', 'movie', 'church', 'fly', 'bird', 'forgive', 'syndrome', 'sky', 'dad', 'special']",3,"['language', 'dsm_iv', 'asylum', 'traumatic', 'proficiency', 'arrive', 'mini', 'arrival', 'screening', 'postmigration']",0.564168274402618,22
1476,Academic,2017,Medium,2018,"['book', 'question', 'post', 'answer', 'probably', 'least', 'full', 'list', 'free', 'pretty']",4,"['well', 'specific', 'also', 'research', 'event', 'examine', 'cognitive', 'finding', 'individual', 'high']",0.586514592170715,13
1997,Academic,2019,Medium,2018,"['kid', 'school', 'mom', 'college', 'boy', 'parent', 'dad', 'car', 'wife', 'son']",5,"['child', 'adolescent', 'parent', 'behavior', 'age', 'youth', 'problem', 'school', 'report', 'parental']",0.77578729391098,1
178,Academic,2012,Medium,2018,"['courage', 'pray', 'strength', 'gift', 'strong', 'faith', 'growth', 'spirit', 'failure', 'weakness']",6,"['anxiety', 'negative', 'sensitivity', 'belief', 'disorder', 'relate', 'finding', 'support', 'result', 'control']",0.717238068580627,33
1999,Academic,2019,Medium,2018,"['silence', 'empty', 'silent', 'crowd', 'stupid', 'dance', 'update', 'differently', 'switch', 'air']",7,"['social', 'symptom', 'associate', 'relationship', 'association', 'sleep', 'predict', 'risk', 'examine', 'level']",0.636797487735748,8
2260,Academic,2020,Medium,2018,"['therapy', 'therapist', 'partner', 'issue', 'episode', 'chronic', 'psychiatrist', 'admit', 'date', 'relationship']",8,"['treatment', 'intervention', 'group', 'therapy', 'week', 'participant', 'post', 'follow', 'change', 'trial']",0.794386863708496,5
181,Academic,2012,Medium,2018,"['light', 'demon', 'bright', 'eye', 'past', 'future', 'reflect', 'tear', 'sentence', 'roll']",9,"['fear', 'sad', 'memory', 'social', 'previous', 'replicate', 'role', 'may', 'effect', 'interaction']",0.683692157268524,18
442,Academic,2013,Medium,2018,"['health', 'increase', 'high', 'affect', 'impact', 'american', 'improve', 'issue', 'accord', 'level']",10,"['health', 'depressive', 'depression', 'care', 'individual', 'primary', 'psychological', 'increase', 'performance', 'base']",0.713749408721924,7
183,Academic,2012,Medium,2018,"['realize', 'grow', 'real', 'dream', 'almost', 'yet', 'voice', 'imagine', 'soon', 'hit']",11,"['anxiety', 'guide', 'find', 'face', 'scale', 'sample', 'generalize', 'largely', 'help', 'had']",0.575512588024139,24
704,Academic,2014,Medium,2018,"['human', 'accept', 'process', 'happiness', 'action', 'allow', 'space', 'choice', 'truth', 'deep']",12,"['stress', 'acceptance', 'act', 'trials_rct', 'equally', 'commitment', 'effect_size', 'review', 'methodological', 'comparison']",0.69589501619339,8
1745,Academic,2018,Medium,2018,"['mental', 'mental_health', 'mental_illness', 'recovery', 'alcohol', 'illness', 'stigma', 'management', 'issue', 'health']",13,"['mental', 'health', 'patient', 'associate', 'high', 'association', 'life', 'datum', 'psychiatric', 'people']",0.765277683734894,3
1746,Academic,2018,Medium,2018,"['meditation', 'practice', 'app', 'meditate', 'calm', 'minute', 'creativity', 'daily', 'peace', 'routine']",14,"['cognitive', 'performance', 'face', 'adhd', 'bias', 'high', 'task', 'relaxation', 'attention', 'psychiatry']",0.761375606060028,6
967,Academic,2015,Medium,2018,"['man', 'woman', 'brave', 'land', 'sell', 'john', 'restaurant', 'pill', 'double', 'magic']",15,"['health', 'alcohol', 'factor', 'man', 'dependence', 'psychiatric', 'woman', 'substance', 'bmi', 'score']",0.640111982822418,0
188,Academic,2012,Medium,2018,"['doctor', 'medication', 'hospital', 'sick', 'pill', 'ill', 'apartment', 'dose', 'prescription', 'wake']",16,"['patient', 'anxiety', 'cognitive', 'treatment', 'outcome', 'depression', 'nightmare', 'use', 'disorder', 'therapy']",0.788795292377472,8
1229,Academic,2016,Medium,2018,"['instagram', 'headache', 'non', 'sugar', 'country', 'bottle', 'class', 'gut', 'tap', 'trick']",17,"['eat', 'pathology', 'dsm', 'bmi', 'suicidality', 'accurate', 'ability', 'indirect', 'cumulative', 'functioning']",0.60058206319809,13
1750,Academic,2018,Medium,2018,"['song', 'public', 'event', 'performance', 'stage', 'critical', 'practice', 'memory', 'perform', 'purpose']",18,"['cognitive', 'performance', 'face', 'adhd', 'bias', 'high', 'task', 'relaxation', 'attention', 'psychiatry']",0.674199938774109,6
2271,Academic,2020,Medium,2018,"['negative', 'positive', 'present', 'mindfulness', 'pattern', 'future', 'skill', 'example', 'outcome', 'build']",19,"['negative', 'self', 'relationship', 'individual', 'positive', 'effect', 'emotion', 'support', 'measure', 'predict']",0.75751006603241,12
192,Academic,2012,Medium,2018,"['symptom', 'social', 'disorder', 'treatment', 'diagnose', 'patient', 'physical', 'medical', 'condition', 'therapy']",20,"['symptom', 'patient', 'depression', 'somatic', 'fatigue', 'life', 'trial', 'show', 'internet', 'severe']",0.852355480194092,37
973,Academic,2015,Medium,2018,"['goal', 'business', 'plan', 'money', 'energy', 'success', 'achieve', 'guilt', 'fail', 'failure']",21,"['predict', 'function', 'youth', 'stress', 'outcome', 'event', 'follow', 'model', 'level', 'high']",0.697120606899262,13
454,Academic,2013,Medium,2018,"['game', 'play', 'addiction', 'mistake', 'ultimately', 'tendency', 'object', 'pressure', 'grade', 'successful']",22,"['stress', 'depression', 'participant', 'control', 'self', 'program', 'function', 'group', 'response', 'risk']",0.708135545253754,15
1235,Academic,2016,Medium,2018,"['habit', 'relationship', 'food', 'drive', 'avoid', 'meal', 'actual', 'listen', 'video', 'loneliness']",23,"['relationship', 'evidence', 'research', 'development', 'mediate', 'brain', 'model', 'behaviour', 'specific', 'influence']",0.663850903511047,23
456,Academic,2013,Medium,2018,"['conversation', 'communication', 'twitter', 'drink', 'funny', 'seat', 'fairly', 'joke', 'channel', 'nerve']",24,"['intervention', 'group', 'base', 'social', 'mindfulness', 'participant', 'internet', 'therapy', 'trial', 'month_follow']",0.64517730474472,14
197,Academic,2012,Medium,2018,"['panic_attack', 'breath', 'yoga', 'breathe', 'breathing', 'slow', 'attack', 'calm', 'muscle', 'panic']",25,"['threat', 'bias', 'attention', 'reactivity', 'delay', 'show', 'reduction', 'activation', 'stimulus', 'anxiety']",0.695129215717316,9
1238,Academic,2016,Medium,2018,"['reduce', 'effect', 'behavior', 'belief', 'originally_publishe', 'result', 'provide', 'natural', 'effective', 'include']",26,"['effect', 'control', 'adolescent', 'participant', 'test', 'stress', 'stimulus', 'increase', 'emotional', 'time']",0.665218353271484,14
1759,Academic,2018,Medium,2018,"['emotion', 'pain', 'emotional', 'suffer', 'hurt', 'soul', 'heal', 'physical', 'relationship', 'push']",27,"['social', 'emotional', 'negative', 'relationship', 'self', 'cognitive', 'emotion', 'sad', 'relate', 'suggest']",0.814021229743958,7
2020,Academic,2019,Medium,2018,"['child', 'parent', 'social_media', 'young', 'teen', 'adult', 'school', 'age', 'technology', 'resource']",28,"['child', 'adolescent', 'parent', 'behavior', 'age', 'youth', 'problem', 'school', 'report', 'parental']",0.790349423885345,1
2021,Academic,2019,Medium,2018,"['mental_health', 'support', 'society', 'suicide', 'community', 'die', 'suffer', 'death', 'peer', 'speak']",29,"['health', 'mental', 'care', 'internalize', 'experience', 'service', 'support', 'people', 'need', 'live']",0.78024822473526,0
1242,Academic,2016,Medium,2018,"['leg', 'belong', 'float', 'birth', 'useless', 'shake', 'teen', 'sad', 'sentence', 'return']",30,"['childhood', 'psychotic', 'adulthood', 'abuse', 'search', 'review', 'include', 'recognition', 'predictive', 'amp']",0.649354338645935,25
983,Academic,2015,Medium,2018,"['panic', 'travel', 'speak', 'social', 'group', 'approach', 'trip', 'stranger', 'team', 'plane']",31,"['social', 'sad', 'change', 'personality', 'control', 'participant', 'group', 'perceive', 'stroke', 'task']",0.667549192905426,8
2024,Academic,2019,Medium,2018,"['confidence', 'afraid', 'student', 'trigger', 'aware', 'scenario', 'recognize', 'overcome', 'avoid', 'action']",32,"['psychological', 'distress', 'student', 'negative', 'ocd', 'score', 'high', 'resilience', 'fear', 'panic']",0.708476901054382,7
205,Academic,2012,Medium,2018,"['study', 'hormone', 'test', 'research', 'university', 'level', 'dr', 'sex', 'researcher', 'establish']",33,"['physiological', 'report', 'social', 'cue', 'anxiety', 'include', 'student', 'study', 'participant', 'approach']",0.676750540733337,13
