Title,Abstract,StoreId,documentType,year
A randomized controlled trial of a bidirectional cultural adaptation of cognitive behavior therapy for children and adolescents with anxiety disorders,"Background: Cognitive behavior therapy (CBT) programs with ethnic and cultural sensitivity are scarce. This study was the first randomized controlled trial of cognitive behavior therapy for children and adolescents with anxiety disorders using bidirectional cultural adaptation. Methods: The Japanese Anxiety Children/Adolescents Cognitive Behavior Therapy program (JACA-CBT) was developed based on existing evidence-based CBT for anxious youth and optimized through feedback from clinicians in the indigenous cultural group. Fifty-one children and adolescents aged 8–15 with anxiety disorders were randomly allocated to either a cognitive behavioral treatment (CBT: 122.08 days, SD = 48.15) or a wait-list control condition (WLC: 70.00 days, SD = 11.01). Participants were assessed at pre-treatment and post-treatment as well as 3 and 6 months after completion of treatment (92.88 days, SD = 17.72 and 189.42 days, SD = 25.06) using a diagnostic interview, self-report measures of anxiety, depression, cognitive errors, and a parent-report measure of anxiety. Results: A significant difference was found between the CBT and WLC at post-treatment, specifically 50% of participants in the treatment condition were free from their principal diagnoses compared to 12% in the wait-list condition, χ2 (1, N = 51) = 8.55, η2 = 0.17, p &lt; .01. In addition, participants in the treatment condition showed significant improvement in clinical severity and child-self reported depression, F (1, 49) = 12.38, p &lt; .001, F (1, 47.60) = 5.95, p &lt; .05. At post-treatment, Hedge's g between the conditions was large for clinical severity, 1.00 (95% CI = 0.42–1.58), and moderate for the self-report anxiety scale, 0.43 (0.19–1.04), two depression scales, 0.39 (0.22–1.00), 0.48 (0.14–1.09), and the cognitive errors scale, 0.38 (0.24–0.99). Finally, significant improvements in diagnostic status were evident at the 3 and 6-month follow-up assessments when combining the CBT and WLC, ps &lt; .001. Conclusion: The current results support the transportability of CBT and the efficacy of a bidirectional, culturally adapted cognitive behavior therapy in an underrepresented population.",2317026663," Evidence Based Healthcare , Journal Article",2019
Attentional bias modification in social anxiety: Effects on the N2pc component,"Several meta-analyses to date have confirmed the efficacy of attentional bias modification (ABM) in shifting reaction times away from threatening stimuli, reducing anxiety symptoms, and buffering against stressor vulnerability. The reliability of reaction time differences, however, has been found to show unacceptable psychometric properties. In this study, we tested the impact of an extensive Dot-Probe ABM procedure, consisting of close to 7000 trials, concurrently with behavioral and electrophysiological measures within a large sample of over 100 highly socially anxious participants. Results indicated that the N2pc component demonstrates superior internal consistency and more statistical power in detecting attentional biases and their modification than reaction time (RT) differences. RTs were neither indicative of an attentional bias before ABM nor of a modification over time. In contrast, the N2pc indexed both an initial attentional preference for threatening stimuli and an alteration of this relationship after training. Outcomes were not specific for attentional training away from threat but also occurred in the no-contingency control procedure, casting doubt on the theoretic underpinnings of ABM. Electrophysiological measures are an important complement to the ABM literature and should be further utilized to assess attentional biases with excellent reliability.",2317025362, Journal Article,2019
Feasibility and dissemination of a computerized home-based treatment for Generalized Anxiety Disorder: A randomized clinical trial,"Generalized Anxiety Disorder (GAD) is a prevalent, impairing, and undertreated psychiatric disorder. We examined if a home-based computerized treatment program can feasibly be delivered and successfully treat GAD symptoms. Using a randomized control trial, we compared three active groups receiving computerized sequenced Attention Bias Modification (ABM) followed by Applied Relaxation psychoeducation (AR-pe), the reversed sequence of AR-pe and ABM, and a simultaneous ABM and AR-pe group to an assessment only control group. The participants comprised 169 adults with a diagnosis of GAD. We asked participants to complete as many as twenty-four 30-min sessions of an at-home computerized treatment program over 12 weeks. The control group received 24 brief assessment questionnaires as well as assessments of attention bias. Results from intent-to-treat analyses show faster rate of improvement for symptoms of anxiety as measured by the Hamilton Anxiety Rating Scale (HAM-A) over time in groups that received active training in contrast to the clinical monitoring (CM) control group. Follow-up analyses revealed that both sequenced groups improved in anxiety when compared to the control group, while the simultaneous group did not outperform the control group. Results suggest that sequenced delivery of ABM and AR, may be a viable home-based treatment option for individuals with GAD who have limited access to resources or are otherwise unable to seek available treatments that require engagement outside of the home.",2317025331," Evidence Based Healthcare , Journal Article",2019
A randomized controlled trial of unguided internet cognitive behaviour therapy for perfectionism in adolescents: Impact on risk for eating disorders,"Objective: Perfectionism is a risk factor for the development and maintenance of eating disorders. The objective of this study was to examine the efficacy of unguided Internet cognitive behaviour therapy for perfectionism (ICBT-P) as a treatment and prevention for perfectionism and symptoms of eating disorders, anxiety, depression and self-esteem in female adolescents. Method: Young women (N = 94, 14–19 years) who self-identified as having difficulties with perfectionism but did not have a clinical eating disorder diagnosis were recruited. Participants were randomly allocated into one of three groups: unguided ICBT-P, unguided ICBT for nonspecific stress management (ICBT-S), or waitlist control. Results: All analyses were intent-to-treat. ICBT-P resulted in the most favorable outcomes at post-treatment and 3- and 6-months follow-up. ICBT-P was superior to control on all outcome measures at 3- and 6-months and superior to ICBT-S on all outcomes over most time points (ds = 0.13–0.94). Clinical significance analysis demonstrated that the treatment prevented symptom increases over 6-month follow-up, with ICBT-P superior to ICBT-S in prevention of clinical perfectionism and depressive symptoms, and ICBT-P superior to waitlist control in prevention of eating disorder symptoms. There was relatively high attrition, although there were no differences in attrition between the groups at 3- and 6-month follow-up and rates were commensurate with other Internet interventions. Discussion: The findings support unguided ICBT-P as a useful target for preventing eating disorder and associated symptoms in female youth who self-identify as perfectionistic.",2317025156," Evidence Based Healthcare , Journal Article",2019
The online treatment of suicidal ideation: A randomised controlled trial of an unguided web-based intervention,"Suicide is a major public health issue, and treatment of suicidal thoughts may contribute to its prevention. Provision of online treatment of suicidal ideation may reduce barriers that suicidal individuals experience in face-to-face treatment. We therefore aimed at evaluating the effectiveness of a web-based intervention targeting a reduction of suicidal ideation. We carried out a two-arm, parallel-design, randomised controlled trial in the general population in Flanders (Belgium) (registered as NCT03209544). Participants who were 18 years or older and experienced suicidal ideation were included. The intervention group (n = 365) received access to the unguided web-based intervention, and the control group (n = 359) was placed on a waitlist. Assessments were carried out at baseline and at 6 and 12 weeks. Participants reported high levels of suicidal ideation, depression, hopelessness, worrying, and anxiety at baseline. Compared to the control group, participants in the intervention group experienced a significant decline in suicidal ideation, depression, hopelessness, worrying, and anxiety both at post-test and at follow-up. An important limitation of the study was a high dropout rate, in particular in the intervention group. Our findings suggest that the online self-help intervention was more effective in reducing suicidal ideation and suicide-related symptoms than a waitlist control in a severely affected population. It can help in filling the gap between crisis help and face-to-face treatment.",2256514576," Evidence Based Healthcare , Journal Article",2019
Efficacy of an internet and app-based gratitude intervention in reducing repetitive negative thinking and mechanisms of change in the intervention's effect on anxiety and depression: Results from a randomized controlled trial,"Repetitive negative thinking (RNT) has been identified as a transdiagnostic process that is involved in various forms of psychopathology, including anxiety and depression. This randomized controlled trial compared a 5-week internet and app-based gratitude intervention (intervention group; IG) with adherence-focused guidance against a wait list control group (WLG) in reducing RNT in a sample with elevated RNT. Method A total of 260 individuals were randomized to either the IG or the WLG. Data were collected at baseline (T1), within one week post intervention (T2), and at three (3-MFU) and six-months of follow-up (6-MFU; for IG only). The primary outcome was RNT. Secondary outcomes included other mental health outcomes and resilience factors. Results Participants of the IG reported significantly less RNT at T2 (d = 0.61) and 3-MFU (d = 0.75) as compared to WLG. Improvements were sustained until 6-MFU. Significant, small to moderate effect sizes were identified for most secondary outcomes at T2 and 3-MFU. Furthermore, results of mediation analyses revealed that the gratitude intervention exerts its effect on anxiety and depression by reducing the risk factor of RNT, while the mediating role of resilience was less clear. Conclusions The gratitude intervention investigated in this study was found to be effective in reducing RNT. Gratitude interventions might affect mental health by two parallel pathways: increasing resources and reducing risk factors.",2256513480," Evidence Based Healthcare , Journal Article",2019
An idiographic statistical approach to clinical hypothesis testing for routine psychotherapy: A case study,"In order to develop more targeted, efficient, and effective psychotherapeutic interventions, calls have been made in the literature for greater use of idiographic hypothesis testing. Idiographic analyses can provide useful information regarding mechanisms of change within individuals over time during treatment. However, it remains unclear how clinicians might utilize idiographic statistical analyses during routine treatment to test clinical hypotheses, and in turn, guide treatment. We present an idiographic statistical framework for clinical hypothesis testing with routine treatment data that enables clinicians to examine a) whether the client's symptoms and hypothesized mechanisms change over time, b) whether trajectories of change reflect the timing of interventions, c) whether mechanisms predict subsequent symptoms, and d) whether relationships exist between multiple mechanisms, symptoms, or other treatment-related constructs over time. We demonstrate the utility of the approach for clinical hypothesis testing by applying it to routine treatment data collected from a 56 year-old male who presented with a combination of anger problems, anxiety, and depressive symptoms. We discuss how results from analyses can inform the case-formulation and guide clinical decision-making. We aim to make these methods more accessible by providing an online platform where clinicians can enter client data, test their clinical hypotheses using idiographic analyses, and utilize the results to disseminate their findings.",2246257291, Journal Article,2019
"Mindfulness and associations with symptoms of insomnia, anxiety and depression in early adulthood: A twin and sibling study","This study investigated associations between mindfulness and symptoms of insomnia, depression and anxiety. Mindfulness was disaggregated into five subscales: ‘nonreactivity to inner experience’, ‘observing’, ‘acting with awareness’, ‘describing’ and ‘nonjudging of inner experience’. Twin models were used to examine genetic and environmental influences on mindfulness, symptoms of insomnia, depression and anxiety and on their associations. Data came from a longitudinal twin/sibling study (G1219) comprising 862 individuals (age range 22–32 years, 66% females). Less mindfulness was associated with greater symptoms of insomnia, depression and anxiety (r = .22-.48). Of the mindfulness subscales, ‘nonjudging of inner experience’ was most strongly associated with the other traits. Overall mindfulness was largely influenced by non-shared environmental factors (E = .72) although familial influences played a role for overall mindfulness, as well as for the ‘acting with awareness’ and ‘describing’ subscales. The genetic correlations between overall mindfulness and symptoms of insomnia, depression and anxiety ranged from .32 to .75 (but were non-significant), while the shared environmental correlations ranged from −.78 to .79 (also non-significant). The non-shared environmental influences between these three variables were moderately, significantly correlated (rE = .21-.55).",2246257282, Journal Article,2019
Automated virtual reality exposure therapy for spider phobia vs. in-vivo one-session treatment: A randomized non-inferiority trial,"This study compared the efficacy of a technician-assisted single-session virtual reality exposure therapy (VRET) for the treatment of spider phobia featuring low-cost consumer-available hardware and novel automated software to gold-standard in-vivo one-session treatment (OST), using a parallel group randomized non-inferiority design. Method Participants (N = 100) were randomized to VRET and OST arms. Assessors blinded to treatment allocation evaluated participants at pre- and post-treatment as well follow-up (3 and 12 months) using a behavioral approach test (BAT) and self-rated fear of spider, anxiety, depression and quality-of-life scales. A maximum post-treatment difference of 2-points on the BAT qualified as non-inferiority margin. Results Linear mixed models noted large, significant reductions in behavioral avoidance and self-reported fear in both groups at post-treatment, with VRET approaching the strong treatment benefits of OST over time. Non-inferiority was identified at 3- and 12- months follow-up but was significantly worse until 12-months. There was no significant difference on a questionnaire measuring negative effects. Conclusions Automated VRET efficaciously reduced spider phobia symptoms in the short-term and was non-inferior to in-vivo exposure therapy in the long-term. VRET effectiveness trials are warranted to evaluate real-world benefits and non-specific therapeutic factors accruing from the presence of a technician during treatment. ClinicalTrials.gov (NCT02533310).",2246256333," Evidence Based Healthcare , Journal Article",2019
Intolerance of uncertainty is associated with reduced attentional inhibition in the absence of direct threat,"Intolerance of uncertainty (IU) is a dispositional tendency to find uncertain situations aversive. There is limited understanding as to how IU may bias attention to uncertainty in the absence of direct threat. Here we examined the extent to which uncertain distractors and individual differences in IU impacted eye-movements during an attentional capture task. Participants were asked to move their eyes towards a target, whilst ignoring an array of distractors. An additional distractor could appear before or after the target in a near or far location from the target. We observed high IU individuals to display fewer first saccades to the target in all conditions. The results were specific to IU, over trait anxiety. Overall, these results suggest that IU modulates attention to uncertainty in the absence of direct threat. Such findings inform the conceptualisation of IU and its relation to psychopathology.",2246254873, Journal Article,2019
The unique and conditional effects of interoceptive exposure in the treatment of anxiety: A functional analysis,"Interoceptive exposure (IE; exposure focused on anxiety about somatic sensations) is a well-established component of treatments for panic disorder (PD), but little is known about the specificity of its effects or individual response patterns resulting from this intervention. This study investigated the utility of IE in the treatment of PD with claustrophobia, examining its mechanisms in isolation and in combination with situational exposure. Ten adults with PD and claustrophobia were treated with a flexible single-case approach. Participants received up to 6 sessions of IE; nonresponders received up to 6 additional sessions of IE combined with situational exposure. Hypotheses were: 1) Reductions in anxiety sensitivity (AS) and fearful expectancies would coincide with the introduction of IE and reach clinical significance by the end of the IE phase; 2) Reductions in claustrophobic avoidance would coincide with the introduction of situational exposure; 3) Fear extinction and distress habituation would occur in both intervention phases. Hypothesis 1 was not supported: Five participants experienced a reduction in AS and six participants experienced reduced expectancies of feared outcomes, but this did not reliably coincide with introduction of IE. Hypothesis 2 was supported: Claustrophobic avoidance improved more after the addition of situational exposure. Hypothesis 3 was supported: Habituation and fear extinction, whereby distress and expectancies of feared outcomes decreased and fear tolerance increased, were observed in response to IE delivered alone and in combination with situational exposure. IE appeared more helpful to participants who were fearful of the physical consequences of somatic sensations (e.g., heart attack) vs. other consequences (e.g., embarrassment). The observed variability in response to IE suggests a need for individualized implementation of this intervention.",2242775780, Journal Article,2019
A preliminary naturalistic clinical case series study of the feasibility and impact of interoceptive exposure for eating disorders,"Recent literature suggests that individuals with eating disorders demonstrate altered interoceptive processing, which may relate to the maintenance of symptoms and thus represent a salient treatment target. Adopting treatment techniques effective for other conditions characterized by disturbed interoceptive processes (e.g., anxiety disorders) could aid in improving the outcomes of psychological interventions for eating disorders. The current investigation was a naturalistic case series (N = 4) that examined adjunctive interoceptive exposure (IE) for eating disorders, with an emphasis on evaluating the feasibility, acceptability, and impact of this intervention on anxiety sensitivity, interoceptive deficits, and eating disorder symptoms. Results suggested that all individuals who received 4 consecutive sessions of traditional and eating-disorder-specific IE exercises demonstrated decreases in interoceptive deficits and subjective distress. Results for anxiety sensitivity and eating disorder symptoms were encouraging yet more mixed. Findings also generally suggested that the intervention was feasible and acceptable, yet between-session practice compliance varied considerably among participants. Overall, we describe how IE may be used to target interoceptive deficits in eating disorders and provide preliminary evidence of how this may be accomplished within naturalistic intensive outpatient settings.",2242774606, Journal Article,2019
Isolating the effect of opposite action in borderline personality disorder: A laboratory-based alternating treatment design,"Evaluating the unique effects of each component included in treatment protocols for borderline personality disorder (BPD) is a necessary step in refining these interventions so that they only include skills that drive therapeutic change. One strategy, included in several prominent treatments for BPD, is acting opposite to emotion-driven behavioral urges; engaging in behaviors that are inconsistent with an experienced emotion is thought to lead to reductions in its intensity, though this has not been empirically-tested. The present study was a single-case experiment, specifically an alternating treatment design, that explored the effects of a laboratory-based adaptation of opposite action (versus acting consistent) on emotional intensity. Sixteen individuals with BPD attended six laboratory sessions in which they were instructed to act consistent with an induced emotion in half the sessions and opposite in the other half. Participants were randomly assigned to the specific emotion (i.e., anxiety, sadness, anger, and shame/guilt) that was induced across all study sessions. Findings from visual inspection and percentage of non-overlapping data suggest that acting opposite (versus consistent) leads to significantly greater decreases in emotional intensity for those in the sadness and guilt/shame conditions, but not those in the anxiety or anger conditions. Possible interpretations of these findings are presented. Replication outside of the laboratory context is necessary to draw further conclusions of the clinical implications of these findings.",2242774586, Journal Article,2019
Intraindividual change in anxiety sensitivity and alcohol use severity 12-months following smoking cessation treatment,"Although past work has documented reduction in alcohol use severity among smokers following smoking cessation treatment, little is known regarding factors associated with this reduction. The current study sought to examine relations between trajectories of change in anxiety sensitivity and non-targeted alcohol use severity from baseline to one year following smoking cessation treatment. Individuals (n = 386) were adult daily smokers engaged in a smoking cessation treatment study. Measures of alcohol use severity and anxiety sensitivity were collected at baseline as well as 1-, 3-, 6-, and 12-months post-treatment. Latent growth curve modelling was used to estimate intercepts and slopes. Anxiety sensitivity (M = −0.87 95% CI [-1.19, −0.54], p &lt; 0.001) and alcohol use severity (M = −0.22 95% CI [-0.38, −0.06], p = 0.006) each significantly reduced over time. Reductions in anxiety sensitivity were strongly associated with reductions in alcohol use over time (r = 0.63, 95% CI [0.18, 1.09], p = 0.006). Changes in anxiety sensitivity positively correlated with changes in alcohol use severity. Examinations of means suggest that anxiety sensitivity reduced earlier whereas alcohol use severity reduced later in the follow-up period. If replicated establishing temporal precedence of change, these results could implicate anxiety sensitivity reduction as one avenue towards reduced alcohol use severity, among smokers.",2218300989, Journal Article,2019
Fear of negative and positive evaluation and reactivity to social-evaluative videos in social anxiety disorder,"Social anxiety disorder (SAD) is marked by persistent fear of being scrutinized by others. This and most diagnostic symptoms relate to some form of fear of negative evaluation (FNE). More recent accounts of SAD, such as the Bivalent Fear of Evaluation Model, however, complement FNE with fear of positive evaluation (FPE), described as distress and avoidance of positive feedback. An explicit test of the incremental validity of FPE in discriminating SAD patients from controls – over and on top of the explanatory power of FPE – is currently missing and generally, well controlled laboratory experiments with positive and negative social stimuli in this patient group are rare. To fill this gap, we exposed 35 patients with SAD and healthy controls (HCs) to short social-evaluative video clips with actors expressing negative and positive as well as neutral statements while recording reactivity on experiential measures (valence, arousal, and approval ratings) as well as on facial electromyography and electrocardiography. In addition, participants completed questionnaire measures of FNE and FPE. Results revealed that FPE questionnaire scores as well as experiential (valence and appreciation) and electromyographical reactivity measures to positive videos improved prediction of group membership beyond the predictive power of FNE questionnaires scores and reactivity to negative videos. Results document the importance of FPE to more fully characterize and understand social anxiety and SAD. Implications include amendments to future diagnostic criteria, theoretical models, and treatment approaches for SAD.",2218300806, Journal Article,2019
Peritraumatic unconditioned and conditioned responding explains sex differences in intrusions after analogue trauma,"Higher prevalence of posttraumatic stress disorder (PTSD) in women than men may be explained by sex differences in fear learning processes. Initial evidence points to elevated unconditioned and conditioned fear responding as well as to elevated state anxiety in women as potential peritraumatic mechanisms. Using the “conditioned-intrusion-paradigm”, which combines differential fear conditioning with the trauma-film paradigm, neutral sounds were presented as predictors of the occurrence (CS+) or non-occurrence (CS-) of highly aversive films. Intrusions were elicited by these sounds in the laboratory after conditioning and naturalistic intrusions were assessed in daily-life on subsequent days. Compared to men (n = 62), women (n = 60) reported more intrusions and associated distress following analogue trauma. Sex differences in intrusive symptoms were mediated by a) higher unconditioned trauma responding, b) slowed extinction of differential CS valence ratings, and c) elevated state anxiety increase across conditioning in women. Secondary analyses revealed that state anxiety was the strongest mediator, followed by slowed extinction learning. Mediation models were unrelated to sex differences in trait anxiety or depressive symptoms. Thus, associative (extinction learning) and non-associative (state anxiety, trauma responding) mechanisms contribute to sex differences in intrusive symptoms after analogue trauma and might add to the heightened vulnerability to PTSD in women.",2218299667, Journal Article,2019
I feel safe when i know: Contingency instruction promotes threat extinction in high intolerance of uncertainty individuals,"Extinction-resistant threat is considered to be a central feature of pathological anxiety. Reduced threat extinction is observed in individuals with high intolerance of uncertainty (IU). Here we sought to determine whether contingency instructions could alter the course of threat extinction for individuals high in IU. We tested this hypothesis in two identical experiments (Exp 1 n = 60, Exp 2 n = 82) where we recorded electrodermal activity during threat acquisition with partial reinforcement, and extinction. Participants were split into groups based on extinction instructions (instructed, uninstructed) and IU score (low, high). All groups displayed larger skin conductance responses to learned threat versus safety cues during threat acquisition, indicative of threat conditioning. In both experiments, only the uninstructed high IU groups displayed larger skin conductance responses to the learned threat versus safety cue during threat extinction. These findings suggest that uncertain threat during extinction maintains conditioned responding in individuals high in IU.",2218299457, Journal Article,2019
A randomised controlled trial of ‘MUMentum postnatal’: Internet-delivered cognitive behavioural therapy for anxiety and depression in postpartum women,,2218299335," Evidence Based Healthcare , Journal Article",2019
Open trial of a personalized modular treatment for mood and anxiety,"Psychosocial treatments for mood and anxiety disorders are generally effective, however, a number of treated individuals fail to demonstrate clinically-significant change. Consistent with the decades-old aim to identify ‘what works for whom,’ personalized and precision treatments have become a recent area of interest in medicine and psychology. The present study followed the recommendations of Fisher (2015) to employ a personalized modular model of cognitive-behavioral therapy. Employing the algorithms provided by Fernandez, Fisher, and Chi (2017), the present study collected intensive repeated measures data prior to therapy in order to perform person-specific factor analysis and dynamic factor modeling. The results of these analyses were then used to generated personalized modular treatment plans on a person-by-person basis. Thirty-two participants completed therapy. The average number of sessions was 10.38. Hedges g's for the Hamilton Rating Scale for Depression (HRSD) and Hamilton Anxiety Rating Scale (HARS) were 2.33 and 1.62, respectively. The change per unit time was g = .24/session for the HRSD and g = 0.17/session for the HARS. The current open trial provides promising data in support of personalization, modularization, and idiographic research paradigms.",2218299109, Journal Article,2019
Improving Access to psychological therapies for people with severe mental illness (IAPT-SMI): Lessons from the South London and Maudsley psychosis demonstration site,"Implementation of evidence-based cognitive behavioural therapy for psychosis (CBTp) remains low in routine services. The United Kingdom Improving Access to Psychological Therapies for people with Severe Mental Illness (IAPT-SMI) initiative aimed to address this issue. The project evaluated whether existing services could improve access to CBTp and demonstrate effectiveness using a systematic approach to therapy provision and outcome monitoring (in a similar way to the Improving Access to Psychological Therapies (IAPT) model for people with anxiety and depression). We report the clinical outcomes and key learning points from the South London and Maudsley NHS Foundation Trust IAPT-SMI demonstration site for psychosis. Additional funding enabled increased therapist capacity within existing secondary care community mental health services. Self-reported wellbeing and psychotic symptom outcomes were assessed, alongside service use and social/occupational functioning. Accepted referrals/year increased by 89% (2011/12: n = 106/year; 2012–2015: n = 200/year); 90% engaged (attended ≥5 sessions) irrespective of ethnicity, age and gender. The assessment protocol proved feasible, and pre-post outcomes (n = 280) showed clinical improvements and reduced service use, with medium effects. We conclude that, with appropriate service structure, investment allocated specifically for competent therapy provision leads to increased and effective delivery of CBTp. Our framework is replicable in other settings and can inform the wider implementation of psychological therapies for psychosis.",2218297460, Journal Article,2019
An analysis of within-treatment change trajectories in valued activity in relation to treatment outcomes following interdisciplinary Acceptance and Commitment Therapy for adults with chronic pain,"A key issue in chronic pain treatment concerns changes necessary for reduced pain-related distress and disability. Acceptance and Commitment Therapy (ACT), a behavior change approach, theorizes several important treatment processes. Increased engagement in valued activities appears highly relevant as previous work has indicated it is related to current and future functioning and to treatment outcomes. This study sought to examine change trajectory in valued activity over the course of an interdisciplinary program of ACT and its relation to outcomes at treatment conclusion and three-month follow-up (N = 242). Latent change trajectories of valued activity were assessed weekly over four weeks of treatment and analyzed via latent growth curve and growth mixture modeling. A single latent trajectory with an increasing linear slope was indicated. Overall, slope of change in valued activity was predictive of improvement in psychosocial outcomes at post-treatment, including psychosocial disability, depression, pain anxiety, and discrepancy between values importance and success. Slope was not related to change in pain intensity or physical disability at post-treatment, nor was it related to change in any variable at follow-up. Findings are discussed in relation to the ACT model, in that support was provided in relation to post-treatment improvements for psychosocial variables.",2202791478, Journal Article,2019
Integrated cognitive behavioral therapy for comorbid cannabis use and anxiety disorders: A pilot randomized controlled trial,"Cannabis use disorder (CUD) is the most common illicit substance use disorder and individuals with CUD have high rates of comorbid anxiety disorders. Comorbidity between CUD and anxiety disorders is of public health relevance given that although motivation enhancement therapy (MET) combined with cognitive-behavioral therapy (CBT) is an efficacious intervention for CUD, outcomes are worse for patients with elevated anxiety. The current study tested the acceptability and efficacy of the integration of a transdiagnostic anxiety CBT (i.e., treatment of patients with any anxiety disorder) with MET-CBT (integrated cannabis and anxiety reduction treatment, or ICART) for CUD compared to MET-CBT alone. Treatment-seeking cannabis users (56.4% male, M age = 23.2, 63.3% non-Hispanic White) with CUD and at least one comorbid anxiety disorder were randomly assigned to ICART (n = 27) or MET-CBT (n = 28). Patients in the ICART condition attended significantly more treatment sessions than those in the MET-CBT condition. Patients in the ICART condition were more likely to be abstinent post-treatment than those in MET-CBT. Further, treatment produced decreases in cannabis use and related problems. Notably, therapy type did not moderate the impact of treatment on frequency of use and related problems. Together, these data suggest that ICART may be at least as efficacious as a gold-standard psychosocial CUD treatment, MET-CBT, for a difficult-to-treat subpopulation of cannabis users.",2202788943," Evidence Based Healthcare , Journal Article",2019
Examining links between cannabis potency and mental and physical health outcomes,"Cannabis use is associated with unwanted health outcomes, including anxiety, depression, poor sleep hygiene, and disrupted cognitive functioning. However, research to date has not been able to disentangle the complexities of these relations, leaving behavioral health service providers lacking clear direction for treatment. A limiting factor may be the common practices for cannabis use assessment. Cannabis use is typically assessed by frequency, even though to estimate the amount of psychoactive compounds ingested potency, quantity, and route of administration should also be assessed. This study, one of the first of its kind, takes an important step in assessing cannabis use by studying the link between cannabis potency and behavioral health (i.e., physical and mental health) outcomes. Self-reported data were analyzed using the New Statistics, which focuses on effect sizes and confidence intervals, rather than null hypothesis significance testing. Findings were inconsistent, with some positive, some negative, and some trivial associations across four domains (i.e., demographic variables, cannabis use variables, mental health, and physical health). The most valuable discovery was the importance of method of administration in understanding the link between potency and health. We observed a “potency valley” (i.e., a range of potencies for which products were not available) between flower potencies and concentrate potencies. Further, collapsing potency data across flower and concentrated cannabis obscured important relations between cannabis potency and behavioral health outcomes. Findings suggest that to more fully understand the relation between cannabis potency and behavioral health outcomes, researchers should examine potency separately across routes of administration.",2202787859, Journal Article,2019
The effects of exercise on transdiagnostic treatment targets: A meta-analytic review,"Background The present study meta-analytically reviewed the effects of exercise on four transdiagnostic treatment targets: anxiety sensitivity (AS), distress tolerance (DT), stress reactivity (SR), and general self-efficacy (GSE). Methods We conducted systematic searches of peer-reviewed studies in bibliographical databases (Cochrane Library, psychINFO, PubMed) before April 1, 2018. Only randomized controlled trials (RCT) evaluating the effect of exercise on AS, DT, SR, or GSE using at least one validated outcome instrument in a sample of adolescents (≥13 years old) or adults were selected. We employed a meta-analysis of effects using random-effects pooling modeling for each treatment target. Results The systematic search yielded 28 RCTs meeting eligibility criteria. Exercise interventions had a large effect on reducing AS (six studies, Hedges's g = 0.72, p = .001), a medium effect on increasing GSE (eight studies, Hedges's g = 0.59, p &lt; .001), and a small effect on reducing SR (ten studies, Hedges's g = 0.32, p &lt; .001). Evidence from four studies suggested that exercise interventions had a small but non-significant effect on increasing DT (Hedges's g = 0.21, p = .26). Conclusions This meta-analysis provides preliminary evidence exercise can engage certain transdiagnostic targets. Further research is required to optimize exercise intervention parameters to achieve the strongest effects on these important mechanistic variables.",2202787822, Journal Article,2019
Predictive value of attentional bias for the recurrence of depression: A 4-year prospective study in remitted depressed individuals,"Previous research showed that individuals who were remitted from a depressive disorder displayed heightened attention towards negative adjectives (e.g., worthless). We tested if this attentional bias (AB) is predictive of future recurrence of depressive episodes and/or having depressive symptoms at 2- and 4-year follow-up. We used a longitudinal approach within the Netherlands Study of Depression and Anxiety (NESDA) and selected participants who were remitted from Major Depressive Disorder (MDD) (n = 918). AB was measured with a verbal Exogenous Cueing Task; using 2 presentation times (500 and 1250 ms) and 3 stimulus types (negative, positive, neutral). Over 4 years, we prospectively assessed recurrence of depressive episodes and depressive symptomatology after participants completed the ECT. Diagnosis of depressive disorder was measured with clinical rating-scales and self-report questionnaires. A heightened probability of recurrence was neither associated with (heightened) AB for negative nor with (lowered) AB for positive adjectives. Thus, the findings do not support the view that an AB toward negative stimuli or away from positive stimuli plays a critical role in the recurrence of depression.",2202791500, Journal Article,2019
Reductions in anxiety sensitivity cognitive concerns prospectively mitigate trauma symptom development,"Identifying a malleable pre-trauma risk marker for posttraumatic stress is crucial to preventing symptom development among at-risk individuals. One such candidate is anxiety sensitivity cognitive concerns (ASCC), which represents the fear of psychological incapacitation due to anxious arousal. While the extant literature suggests that applying ASCC interventions prior to trauma exposure should mitigate development of posttraumatic stress symptoms (PTSS), this has not been formally tested. We examined whether individuals randomized to receive a Cognitive Anxiety Sensitivity Treatment (CAST; n = 44) prior to a trauma film paradigm would report lower film-specific PTSS after one week compared to individuals randomized to a physical health education training control condition (n = 47). Results revealed that post-intervention ASCC and week-one PTSS were both lower among the CAST condition, and reductions in ASCC mediated the relationship between intervention condition and follow-up PTSS. The current study demonstrated that reducing ASCC prior to an analog trauma can mitigate the development of PTSS. This is critical for establishing ASCC as a causal risk factor for PTSS and encourages the use of ASCC interventions in samples at-risk for trauma exposure.",2178565804, Journal Article,2019
