Title,Abstract,StoreId,documentType,year
A Network Analysis of Post-traumatic Stress Disorder Symptoms and Correlates During the COVID-19 Pandemic.,"Background and Objective: The coronavirus disease 2019 (COVID-19) outbreak has been suggested as a collective trauma, which presents a continuing crisis. However, the specific post-traumatic implication of this crisis has not been adequately studied yet. The current study was aimed to ascertain the most central symptom and the strong connections between symptoms of post-traumatic stress disorder (PTSD). At the same time, exploring the relationship between covariates and the network of PTSD symptoms, by taking sex, anxiety, depression, suicidal ideation, quality of life, and social support as covariates, may help us to know the arise and maintenance of PTSD symptoms and give specified suggestions to people under the shadow of COVID-19. Method: The Post-traumatic Stress Disorder Checklist for Diagnostic and Statistical Manual of Mental Disorders, Fifth Edition (DSM-5), was used to assess the PTSD symptoms extent of 338 healthy participants over the past month. Networks were analyzed using state-of-the-art regularized partial correlation models. In addition, the centrality of the symptoms and the robustness of the results were analyzed. Results: The network analysis revealed that the especially strong connections emerged between avoidance of thoughts and avoidance of reminders, hypervigilance and exaggerated startle response, intrusive thoughts and nightmares, flashbacks and emotional cue reactivity, and detachment and restricted affect. The most central symptoms were self-destructive/reckless behavior. Incorporation of covariates into the network revealed the strong connections path between self-destructive/reckless behavior and loss of interest and depression. Conclusion: Self-destructive/reckless behavior was the most central symptom in the network of PTSD symptoms related to the COVID-19 pandemic, which as an important target of interfere may have great benefits.",2464607438, Journal Article,2020
Psychosocial Correlates of Depression and Anxiety in the United Arab Emirates During the COVID-19 Pandemic.,"The impact of the COVID-19 pandemic on mental health is likely to be significant. Identifying vulnerable groups during the pandemic is essential for targeting psychological support, and in preparation for any second wave or future pandemic. Vulnerable groups are likely to vary across different societies; therefore, research needs to be conducted at a national and international level. This online survey explored generalized anxiety and depression symptoms in a community sample of adults (N = 1,039) in the United Arab Emirates (UAE) between April 8th and April 22nd, 2020. Respondents completed symptom measures of depression (PHQ8) and generalized anxiety (GAD7), along with psychosocial and demographic variables that might potentially influence such symptoms. Bivariate and multivariate associations were calculated for the main study variables. Levels of anxiety and depression were notably higher than those reported in previous (pre-pandemic) national studies. Similar variables were statistically significantly associated with both depression and anxiety, most notably younger age, being female, having a history of mental health problems, self or loved ones testing positive for COVID-19, and having high levels of COVID-related anxiety and economic threat. Sections of the UAE population experienced relatively high levels of depression and anxiety symptoms during the early stages of the pandemic. Several COVID-related and psychosocial variables were associated with heightened symptomatology. Identifying such vulnerable groups can help inform the public mental health response to the current and future pandemics.",2464606987, Journal Article,2020
Mental Health Consequences of the Coronavirus 2020 Pandemic (COVID-19) in Spain. A Longitudinal Study.,"Background: Covid-19 remains a pandemic that most countries in the world are still dealing with. This is study aims to report the psychological impact of Covid-19 over time on the Spanish population. Methods: A longitudinal study (N = 1041) was carried out with two measurements: after 2 and 5 weeks starting from the declaration of the state of emergency in Spain. The presence of depressive symptoms, anxiety, and posttraumatic stress disease (PTSD) was evaluated by means of screening tests. Sociodemographic data, variables about Covid-19, loneliness, spiritual well-being, social support, discrimination, and a sense of belonging were collected. Results: The data showed how depressive symptomatology increased significantly over time, while anxiety and PTSD did not show statistically significant changes. Spiritual well-being and loneliness were the main predictors of psychological impact. A younger age was a significant predictor of depression and anxiety, while female gender was associated with anxiety and PTSD. Conclusions: The impact of the pandemic is sustained over time, even increasing in depression, and vulnerable groups that need greater psychological health support could be identified.",2464606979, Journal Article,2020
Psychological Impact During the First Outbreak of COVID-19 in Italy.,"The first outbreak of COVID-19 in Italy was confirmed on February 21, 2020. Subsequently, COVID-19 turned into a global pandemic, causing a global health emergency, triggering an unprecedented event in the modern era. This study assessed the immediate psychological impact of the COVID-19 epidemic on emotional health and well-being. An ad hoc questionnaire was designed for online completion to expedite data collection during the COVID-19 outbreak. People were invited to participate in the study via social media and email from 4 to 18 March 2020. The entire survey comprised of 21 questions, covering a wide range of factors, such as demographics, disease knowledge, psychological impact, daily life activities, and psychological precautionary measures. The main outcome measure was psychological impact. This was measured based on intensity and prevalence of self-reported feelings of anxiety, fear, sadness, anger, and concern during the epidemic. In total, 10,025 respondents completed the online survey. Of these, about 73% were females, and 100% of the sample possessed good knowledge of the disease. The greatest prevalence of high psychological impact was reported in the &lt;34 years' age group and in north Italy. Additionally, the psychological impact influenced important daily life activities, such as sexuality and nutrition. Our study provides information about the immediate psychological (emotional feelings) responses of Italy's general population to the COVID-19 epidemic. The survey covers several factors that can influence mental health; our results help gauge the psychological burden on the community and offer ways to minimize the impact.",2464606951, Journal Article,2020
Multimodal Psychotherapeutic Inpatient Therapy of Depression Is Successful in Patients With High Cytokine Production.,"Objective: In experimental settings, systemically elevated inflammation markers interfere with major depression treatment. In German healthcare, compulsory national health insurance covers treatment of a wide variety of depressive disorders, if it follows evidence-based medicine guidelines combining recommended therapies. To date, little is known about the relevance of immune system cytokine production with regard to real-world clinical care for patients with moderate depression. Methods: Seventy three patients with moderate depression subjected to multimodal psychotherapeutic inpatient therapy (mPT) following a psychodynamic concept at a German university hospital were included. As a primary outcome, mPT success, evidenced by delta HADS ""depression,"" was analyzed according to tumor necrosis factor alpha (TNFα) production by peripheral blood mononuclear cells (PBMC) after phytohemagglutinin (PHA) challenge at baseline. Secondary outcomes addressed the inflammatory response and mental health comparing high and low TNFα-producers. Results: First, higher PBMC TNFα production at baseline predicted a better mPT-outcome (R 2 0.162, p = 0.014). Second, patients with high TNFα (hTNF) at baseline produced significantly more acute inflammatory cytokines [interleukin (IL)1β, IL6), TH1/TH2 cytokines [interferon gamma (IFNγ), IL4] as well as eotaxin and IL2 compared to low TNFα producers (lTNF) (Cohen's ds between -0.532 and -1.013). Demographic data, diagnosis subtype-distribution, medication, systemic inflammation markers [C-reactive protein (CRP), high mobility group box 1 (HMGB1), leptin], anxiety and depression (HADS) did not differ. From baseline to mPT-discharge, HADS ""depression"" decreased in both hTNF (11.31 to 5.47, p = 0.001, d = 1.184) and lTNF patients (11.50-7.92, p = 0.001, d = -0.765), while PBMC cytokine production decreased significantly in hTNF (Cohen's ds between -0.304 and -0.345) with a significant group by time interaction for TH1/TH2 ratio. At the end of therapy, comparison of TNF groups revealed significantly lower depression-scores in hTNF compared to lTNF patients (5.47 compared to 7.92, p = 0.035, d = 0.504). Conclusions: Our study demonstrates successful treatment of depression in a clinical care setting using multimodal psychotherapy based on a psychodynamic concept following guideline recommendation. The greatest improvement in patient depression was linked to the highest production of TNFα by PBMCs at baseline. Our study contributes to the definition of patient subpopulations with differing cytokine responses that are related to succesful treatment of depression.",2464606895, Journal Article,2020
Relations of COVID-19-Related Stressors and Social Support With Chinese College Students' Psychological Response During the COVID-19 Pandemic.,"This study examines the main and interactive relations of stressors and social support with Chinese college students' psychological symptoms (e.g., anxiety, depression) during the COVID-19 pandemic. All the constructs are assessed by self-report in an anonymous survey during the pandemic outbreak. The results show that the number of stressors has a positive relation with psychological symptoms, and social support has a negative relation with psychological symptoms. In addition, social support serves as a buffer against the negative impact of stressors. These findings hold implications for university counseling services during times of acute, large-scale stressors. Specifically, effective screening procedures should be developed to identify students who experience large number of stressors and provide suitable psychological intervention for them.",2464606882, Journal Article,2020
Bullying Perpetration and Narcissistic Personality Traits across Adolescence: Joint Trajectories and Childhood Risk Factors.,"Objectives: Although there is some evidence on the longitudinal associations between bullying perpetration and narcissistic personality traits, their joint developmental trajectories across early to late adolescence are largely unknown. Accordingly, we examined the co-development of bullying perpetration and narcissistic personality traits across adolescence and examined the childhood predictors of these joint trajectories. Method: Self-reports of bullying and narcissistic personality traits were assessed across 6 years of adolescence from Grade 7 (i.e., age 13) to Grade 12 (i.e., age 18) in a sample of 616 Canadian adolescents and childhood predictors were assessed in Grades 5 and 6. Results: As predicted, latent class growth analyses demonstrated that most adolescents were reflected in a trajectory of low decreasing bullying (82.0%) and a smaller group followed a moderate stable trajectory of bullying (18.0%). The majority of adolescents followed a moderate stable trajectory of narcissistic traits (56.3%), followed by a high increasing trajectory of narcissistic traits (22.8%), and a low decreasing trajectory of narcissistic traits (20.9%). Six percent of adolescents followed a high-risk dual trajectory of moderate stable bullying and high increasing narcissistic traits (high-risk group). Also as predicted, higher hyperactivity, higher frustration, and lower anxiety in childhood differentiated the high-risk group from a low-risk group (low decreasing bullying and low decreasing narcissistic traits; 19.0%). Higher childhood hyperactivity also differentiated a group of adolescents who followed a trajectory of moderate stable bullying and moderate stable narcissistic traits (10.0%) from the low-risk group. Results showed that moderate stable bullying was a better indicator of high increasing and moderate stable trajectories of narcissistic personality traits than the reverse. Conclusions: Findings suggest adolescence is a time when personality and bullying reflect dynamic and heterogeneous development. Early intervention of childhood risk factors may help prevent a high-risk developmental course of bullying and narcissistic personality traits across adolescence.",2464606869, Journal Article,2020
A Systematic Review and Provisional Metanalysis on Psychopathologic Burden on Health Care Workers of Coronavirus Outbreaks.,"Background The new coronavirus (SARS-CoV-2) shows several similarities with previous outbreaks of Severe Acute Respiratory Syndrome (SARS) and Middle East Respiratory Syndrome (MERS). Aim of this systematic review and meta-analysis is to provide evidence of the psychopathologic burden on health care workers (HCWs) of the first two deadly coronavirus outbreaks to get lessons for managing the current burden of COVID-19 outbreak.
 Method According to Cochrane Collaboration guidelines and the PRISMA Statement, the study quantified the effects of frontline work on mental health of HCWs. Major databases - Pubmed, Scopus, Embase, Medline, and Web of Science - were searched for observational and case-control studies evaluating mental health indexes reported by front-line work. This study computed the percentage of sample that reported clinically significant levels of psychiatric symptoms. Cohen's d was used for comparing mental health outcomes of health care workers directly involved in addressing pandemic emergency with a control group that was not directly exposed to such conditions. Pooled effect sizes (dw ) were estimated whenever at least three independent studies yielded data. Heterogeneity of findings and bias of publication were estimated as well.
 Findings Fifteen studies have been selected for a total of 7,393 HCWs. From 9.6% to 51% of HCWs reported symptoms of Post-Traumatic Stress Disorder (PTSD) and from 20% to 75% reported psychiatric symptoms, with a prevalence of anxiety and depression. From one to the three years after outbreak, from 2% to 19% reported PTSD symptoms and from 5% to 90% psychiatric symptoms. Interestingly, HWCs who were directly involved in pandemic emergency showed significantly higher depressive and anxious symptoms (dw = .66 (.46-.85); p &lt;.001) than ones who were not directly exposed. Similarly, the direct involvement significantly affected the severity of PTSD symptoms (dw = .30 (.21-.39); p &lt;.001).
 Conclusion Health care professionals in general and most of all frontline workers showed an association with a likely risk of developing psychiatric disorders following outbreaks and for at least three years later. Mental health interventions for professionals exposed to COVID-19 need to be immediately implemented. Further studies are warranted to investigate long-term consequences carefully, and to look for mediating and buffering factors as well. The role of clinical psychologists and psychiatrists in delivering adequate interventions is critically important.",2461001381, Systematic Review,2020
The Long-Term Impact of Maternal Anxiety and Depression Postpartum and in Early Childhood on Child and Paternal Mental Health at 11-12 Years Follow-Up.,"Background Postpartum maternal anxiety and depression can affect child development and family functioning. However, the long-term impact of postpartum maternal anxiety and depression on child and paternal mental health is understudied. The present large-scale prospective cohort study is one of the first to investigate whether maternal anxiety and depressive symptoms postpartum and at child age 5-6 years separately and synergistically increase paternal anxiety and depressive symptoms and child emotional problems in early adolescence at age 11-12 years. Secondly, we investigated whether concurrent paternal anxiety and depressive symptoms at child age 11-12 years moderated the association between maternal anxiety and depressive symptoms in the postpartum period and at child age 5-6 years with child emotional problems at age 11-12 years.
 Methods This study is part of the Amsterdam Born Children and Development (ABCD) cohort study, the Netherlands (N = 2.298). Maternal postpartum anxiety and depressive symptoms were assessed using the State-Trait Anxiety Inventory (STAI) and the Center for Epidemiologic Studies Depression Scale (CES-D) at 13 weeks postpartum. Maternal anxiety and depressive symptoms at child age 5-6 years and parental anxiety and depressive symptoms at 11-12 years were assessed using the Depression Anxiety Stress Scale (DASS-21). Child emotional problems were reported by the child and a teacher using the Strengths and Difficulties Questionnaire (SDQ). Multivariable linear regression was conducted, adjusted for demographic, perinatal/obstetric confounders, and affective symptoms of the other family members at 11-12 years.
 Results Neither maternal anxiety nor depressive symptoms were related to paternal depressive symptoms at child age 11-12 years, while maternal postpartum depressive symptoms, depressive symptoms at 5-6 years and maternal anxiety at 5-6 years were positively related to paternal anxiety at 11-12 years. However, effect sizes were small. Only maternal postpartum depression was positively but weakly associated with more child emotional problems at 11-12 years. Although paternal concurrent affective symptoms were positively related to more child emotional problems in early adolescence, they did not moderate the association between maternal symptoms and child emotional problems.
 Conclusions Our results indicate that fathers and children seem to be affected only to a small extent by maternal postpartum anxiety or depression.",2461001333, Journal Article,2020
"Knowledge, Anxiety, Fear, and Psychological Distress About COVID-19 Among University Students in the United Arab Emirates.","Background: Fear of infection, the epidemic situation, unexpected lockdown, and implementation of online classes are most likely affecting the psychological well-being of students during the COVID-19 pandemic. Therefore, this study aims to assess the level of knowledge, anxiety, and psychological distress concerning COVID-19 and their association with fear, gender, age, history of mental illness, time spent reading about COVID-19, program of study, and type of dwelling among students in the United Arab Emirates (UAE). Methods and Materials: In this cross-sectional study, 433 students participated in a web-based survey. These were students at the University of Sharjah, coming from all the emirates of the UAE. Demographic scale, COVID-19 knowledge, anxiety, fear, and psychological distress scales were used to screen these problems. Results: Of the 433 students, 278 (64.2%) were male and 155 (35.8%) were female. Overall, 353 (81.5%) exhibited adequate knowledge of COVID-19. Sixty-nine (15.9%) of students were anxious and 221 (51%) were in psychological distress. Students who exhibited anxiety concerning COVID-19 anxiety (odds ratio [OR]: 2.98) and fear (OR: 1.27), and who spent more than 4 h reading about COVID-19 (OR: 11.20) were more psychologically distressed. Students with a history of mental illness showed adequate knowledge of COVID-19; however, they were more psychologically distressed (OR: 5.93). Older students were less likely to have psychological distress (OR: 0.87). Conclusion: Students possess adequate knowledge concerning COVID-19; however, they are psychologically distressed. Age, dwelling status, history of mental illness, anxiety, and fear significantly predicted psychological distress. Frequent web-based workshops that include insight, guidance, online counseling, scheduled activity, and coping mechanisms for COVID-19 are highly recommended. The authors discuss the implications for future research and provide recommendations for students and educational institutions.",2461001285, Journal Article,2020
"The Effect of Cognitive Behavioral Therapy on Depression, Anxiety, and Stress in Patients With COVID-19: A Randomized Controlled Trial.","Background: As a public health emergency of international concern, the COVID-19 outbreak has had a tremendous impact on patients' psychological health. However, studies on psychological interventions in patients with COVID-19 are relatively rare. Objectives: This study examined the effectiveness of Cognitive Behavioral Therapy (CBT) in relieving patients' psychological distress during the COVID-19 epidemic. Methods: Ninety-three eligible participants selected by cluster sampling were randomized to an intervention group (N = 47) and a control group (N = 46). Participants in the control group received routine treatment according to the Chinese Management Guidelines for COVID-19, while participants in the intervention group received routine treatment with additional CBT. The Chinese Version of Depression Anxiety and Stress Scale-21 (DASS-21) was used to evaluate depression, anxiety, and stress for all participants at baseline and post-intervention. Two-sided t-test, and proportion tests were used to examine the differences between the intervention and control group for each DASS-21 indicator. Univariate linear regression was used to examine the association between chronic disease status and change in each DASS-21 indicator after intervention. Two-way scatter plots were generated to show the association of the length of hospital stay and the changes of each DASS-21 indicator by intervention and control groups. Results: Significant decreases in means were found for scales of depression, anxiety, stress and total DASS-21 in both intervention (p &lt; 0.001) and control group (p = 0.001), with participants in the intervention group having a bigger reduction in means. After the intervention, more participants in the intervention group had no depression or anxiety symptoms than in the control group, but no statistical differences were found (p &gt; 0.05). Compared with participants with chronic disease, participants with no chronic disease had a significantly larger reduction of total DASS-21 scale (coefficient = -4.74, 95% CI: -9.31; -0.17).The length of hospital stay was significantly associated with a greater increase in anxiety scale in the intervention group (p = 0.005), whilst no significant association was found in the control group (p = 0.29). Conclusions: The patients with COVID-19 experienced high levels of anxiety, depression and stress. Our study result highlights the effectiveness of CBT in improving the psychological health among patients with COVID-19, also suggests that CBT should be focused on patients with chronic disease and those who have longer hospital stays. These results have important implications in clinical practice in improving psychological health in the context of COVID-19 pandemic. Trial Registration: ISRCTN68675756. Available at: http://www.isrctn.com/ISRCTN68675756.",2461001278, Journal Article,2020
Machine Learning Analysis of Electronic Nose in a Transdiagnostic Community Sample With a Streamlined Data Collection Approach: No Links Between Volatile Organic Compounds and Psychiatric Symptoms.,"Non-intrusive, easy-to-use and pragmatic collection of biological processes is warranted to evaluate potential biomarkers of psychiatric symptoms. Prior work with relatively modest sample sizes suggests that under highly-controlled sampling conditions, volatile organic compounds extracted from the human breath (exhalome), often measured by an electronic nose (""e-nose""), may be related to physical and mental health. The present study utilized a streamlined data collection approach and attempted to replicate and extend prior e-nose links to mental health in a standard research setting within large transdiagnostic community dataset (N = 1207; 746 females; 18-61 years) who completed a screening visit at the Laureate Institute for Brain Research between 07/2016 and 05/2018. Factor analysis was used to obtain latent exhalome variables, and machine learning approaches were employed using these latent variables to predict three types of symptoms independent of each other (depression, anxiety, and substance use disorder) within separate training and a test sets. After adjusting for age, gender, body mass index, and smoking status, the best fitting algorithm produced by the training set accounted for nearly 0% of the test set's variance. In each case the standard error included the zero line, indicating that models were not predictive of clinical symptoms. Although some sample variance was predicted, findings did not generalize to out-of-sample data. Based on these findings, we conclude that the exhalome, as measured by the e-nose within a less-controlled environment than previously reported, is not able to provide clinically useful assessments of current depression, anxiety or substance use severity.",2461001205, Journal Article,2020
Imagery Rescripting on Guilt-Inducing Memories in OCD: A Single Case Series Study.,"Background and objectives Criticism is thought to play an important role in obsessive-compulsive disorder (OCD), and obsessive behaviors have been considered as childhood strategies to avoid criticism. Often, patients with OCD report memories characterized by guilt-inducing reproaches. Starting from these assumptions, the aim of this study is to test whether intervening in memories of guilt-inducing reproaches can reduce current OCD symptoms. The emotional valence of painful memories may be modified through imagery rescripting (ImRs), an experiential technique that has shown promising results.
 Methods After monitoring a baseline of symptoms, 18 OCD patients underwent three sessions of ImRs, followed by monitoring for up to 3 months. Indexes of OCD, depression, anxiety, disgust, and fear of guilt were collected.
 Results Patients reported a significant decrease in OCD symptoms. The mean value on the Yale-Brown Obsessive Compulsive Scale (Y-BOCS) changed from 25.94 to 14.11. At the 3-month follow-up, 14 of the 18 participants (77.7%) achieved an improvement of ≥35% on the Y-BOCS. Thirteen patients reported a reliable improvement, with ten reporting a clinically significant change (reliable change index = 9.94). Four reached the asymptomatic criterion. Clinically significant changes were not detected for depression and anxiety.
 Conclusions Our findings suggest that after ImRs intervention focusing on patients' early experiences of guilt-inducing reproaches there were clinically significant changes in OCD symptomatology. The data support the role of ImRs in reducing OCD symptoms and the previous cognitive models of OCD, highlighting the role of guilt-related early life experiences in vulnerability to OCD.",2461001167, Journal Article,2020
"Childhood Trauma, Emotion Regulation, and Pain in Individuals With Alcohol Use Disorder.","Introduction: Several studies have confirmed that the experience of childhood trauma, poor emotion regulation, as well as the experience of physical pain may contribute to the development and poor treatment outcomes of alcohol use disorder (AUD). However, little is known about how the joint impact of these experiences may contribute to AUD. Objectives: To analyze associations between childhood trauma, emotion regulation, and pain in individuals with AUD. Methods: The study sample included 165 individuals diagnosed with AUD. The Childhood Trauma Questionnaire (CTQ) was used to investigate different types of trauma during childhood (physical, emotional, and sexual abuse and neglect), the Brief Symptom Inventory was used to assess anxiety symptoms, the Difficulties in Emotion Regulation Scale (DERS) was used to assess emotional dysregulation, and the Pain Resilience Scale and Pain Sensitivity Questionnaire were used to measure self-reported pain tolerance and sensitivity. Results: Childhood emotional abuse (CTQ subscale score) was positively associated with anxiety, anxiety was positively associated with emotional dysregulation, and emotional dysregulation was negatively associated with pain tolerance. Accordingly, there was support for a significant indirect negative association between childhood emotional abuse and pain tolerance. The serial mediation statistical procedure demonstrated that anxiety and emotional dysregulation mediated the effect of childhood emotional abuse on pain resilience among individuals with AUD. Conclusions: Targeting emotional dysregulation and physical pain that can result from childhood trauma may have particular therapeutic utility among individuals treated for AUD.",2461001052, Journal Article,2020
Anxiety and Depression Symptoms in COVID-19 Isolated Patients and in Their Relatives.,"Background: While focusing on the management and care of COVID-19 patients, the mental health of these patients and their relatives is being overlooked. The aim of the current study was to measure anxiety and depression, and to assess their association with socio-demographic and pandemic-related stress factors in COVID-19 patients and their relatives during the initial stage of hospitalization. Methods: We assessed isolated hospitalized patients (N = 90) and their relatives (adults and children, N = 125) by phone, 25-72 h following patients' admission. The quantitative measures included the Anxiety and Depression modules of the Patient-Reported Outcomes Measurement Information System (PROMIS) and pandemic-related stress factors. Qualitative measures included questions exploring worries, sadness, and coping modes. Results: Both patients and relatives suffer from high levels of anxiety and related pandemic worries, with lower levels of depressive symptoms. Compared to adult relatives, child relatives reported significantly lower anxiety. The multivariable logistic regression analysis revealed an increased risk for anxiety among females and a decreased risk among ultra-orthodox participants. While increased anxiety among patients was associated with feelings of isolation, increased anxiety among relatives was associated with a feeling of not being protected by the hospital. Conclusions: Patients and relatives experience similar high anxiety levels which are more robust in women and lower in ultra-orthodox participants. Our findings indicate that anxiety symptoms of both patients and adult relatives should be addressed.",2461000830, Journal Article,2020
"A Systematic Review of Efficacy, Safety, and Tolerability of Duloxetine.","Duloxetine is a serotonin-norepinephrine reuptake inhibitor approved for the treatment of patients affected by major depressive disorder (MDD), generalized anxiety disorder (GAD), neuropathic pain (NP), fibromyalgia (FMS), and stress incontinence urinary (SUI). These conditions share parallel pathophysiological pathways, and duloxetine treatment might be an effective and safe alternative. Thus, a systematic review was conducted following the 2009 Preferred Reporting Items (PRISMA) recommendations and Joanna Briggs Institute Critical (JBI) Appraisals guidelines. Eighty-five studies focused on efficacy, safety, and tolerability of duloxetine were included in our systematic review. Studies were subdivided by clinical condition and evaluated individually. Thus, 32 studies of MDD, 11 studies of GAD, 19 studies of NP, 9 studies of FMS, and 14 studies of SUI demonstrated that the measured outcomes indicate the suitability of duloxetine in the treatment of these clinical conditions. This systematic review confirms that the dual mechanism of duloxetine benefits the treatment of comorbid clinical conditions, and supports the efficacy, safety, and tolerability of duloxetine in short- and long-term treatments.",2461000771, Systematic Review,2020
"""Now It's Just Old Habits and Misery""-Understanding the Impact of the Covid-19 Pandemic on People With Current or Life-Time Eating Disorders: A Qualitative Study.","Background: Many aspects of the Covid-19 pandemic may make living with or recovery from an eating disorder (ED) particularly challenging. Understanding the processes which underlie the psychological and behavioral responses of people with EDs during this time are key to ensure tailored support in these unprecedented circumstances. Methods: People with lifetime EDs (n = 32) were recruited through social media from May to June 2020 during a period of strict infection control measures in the United Kingdom (i.e., ""lockdown,"" ""social distancing""). They completed open-ended questions in an online anonymous questionnaire that invited them to reflect on how various aspects of their lives have been affected by the Covid-19 pandemic, including ED symptoms and coping strategies. Responses were analyzed using thematic analysis. Results: Most respondents reported that their ED worsened or resurfaced. Isolation, low mood, anxiety, lack of structure, disruption to routines, and media/social media messages around weight and exercise seemed to contribute to this. There was a clear sense that individuals struggled with which aspects of psychological distress to prioritize, i.e., mood vs. ED cognitions and behaviors, particularly as attempts to cope with one often exacerbated the other. Nonetheless, some participants reported ""silver linings"" of the pandemic. Conclusions: In this self-selected sample, deterioration or recurrence of ED symptoms were the norm. This has implications for the provision of treatment and care for people with EDs both in the immediate short-term and in potential future waves of the pandemic, with a significant surge of new and re-referrals expected.",2461000742, Journal Article,2020
Self-Perceived Stress During the Quarantine of COVID-19 Pandemic in Paraguay: An Exploratory Survey.,"Introduction: Any viral pandemic is a global health and mental health issue. The World Health Organization and mental health associations have warned that the current COVID-19 pandemic will lead to a drastic increase of stress-related conditions and mental health issues globally. Materials and Methods: An online web-based survey has been launched from 10 to 15 April 2020 in Paraguay in order to collect information regarding the stress related to the quarantine during the COVID-19 pandemic. It has been spread through social media (""WhatsApp,"" ""Twitter,"" and ""Facebook""). Two thousand two hundred and six Paraguayan citizens, over 18 years of age, completed the survey voluntarily. Socio-demographics as well as ratings at Self-perceived Stress Scale have been collected and analyzed. Results: Two thousand two hundred and six subjects (74.12% men) aged between 18 and 75 with an average of 34 ± 11 years old completed the survey. 12.42% (276 subjects) of sample reported a preexisting diagnosis of mental disorder, and 175 participants (7.93%) reported an increase of preexisting symptoms with the onset of COVID-19 quarantine. 41.97% of them had anxiety and 54.38% did not receive any specific treatment. The general population rated 18.10 ± 5.99 at Self-perceived Stress Scale, which indicates a moderate level of self-perceived stress. Significant association was found between higher levels of stress and female sex, being single, or reporting preexisting mental disorder, above all anxiety and depression (p &lt; 0.01). In fact, in 63.87% of mentally ill subjects (n = 175), the quarantine has worsened symptoms of preexisting mental disorders. Conclusion: This study suggests a stressful impact of COVID-19 pandemic, with the majority of participants reporting a moderate level of self-perceived stress. We suggest mental health services to provide a phone-based or web-based support to the general population in order to contrast the psychological impact of the pandemic. This approach may improve the accessibility to mental healthcare services in Paraguay, especially in times of social distancing.",2461000646, Journal Article,2020
DSM-5 Attenuated Psychosis Syndrome in Adolescents Hospitalized With Non-psychotic Psychiatric Disorders.,"Introduction: Although attenuated psychotic symptoms often occur for the first time during adolescence, studies focusing on adolescents are scarce. Attenuated psychotic symptoms form the criteria to identify individuals at increased clinical risk of developing psychosis. The study of individuals with these symptoms has led to the release of the DSM-5 diagnosis of Attenuated Psychosis Syndrome (APS) as a condition for further research. We aimed to characterize and compare hospitalized adolescents with DSM-5-APS diagnosis vs. hospitalized adolescents without a DSM-5-APS diagnosis. Methods: Interviewing help-seeking, hospitalized adolescents (aged 12-18 years) and their caregivers independently with established research instruments, we (1) evaluated the presence of APS among non-psychotic adolescents, (2) characterized and compared APS and non-APS individuals regarding sociodemographic, illness and intervention characteristics, (3) correlated psychopathology with levels of functioning and severity of illness and (4) investigated the influence of individual clinical, functional and comorbidity variables on the likelihood of participants to be diagnosed with APS. Results: Among 248 consecutively recruited adolescents (age=15.4 ± 1.5 years, females = 69.6%) with non-psychotic psychiatric disorders, 65 (26.2%) fulfilled APS criteria and 183 (73.8%) did not fulfill them. Adolescents with APS had higher number of psychiatric disorders than non-APS adolescents (3.5 vs. 2.4, p &lt; 0.001; Cohen's d = 0.77), particularly, disruptive behavior disorders (Cramer's V = 0.16), personality disorder traits (Cramer's V = 0.26), anxiety disorders (Cramer's V = 0.15), and eating disorders (Cramer's V = 0.16). Adolescents with APS scored higher on positive (Cohen's d = 1.5), negative (Cohen's d = 0.55), disorganized (Cohen's d = 0.51), and general symptoms (Cohen's d = 0.84), and were more severely ill (Cohen's d = 1.0) and functionally impaired (Cohen's d = 0.31). Negative symptoms were associated with lower functional levels (Pearson ρ = -0.17 to -0.20; p = 0.014 to 0.031). Global illness severity was associated with higher positive, negative, and general symptoms (Pearson ρ = 0.22 to 0.46; p = 0.04 to p &lt; 0.001). APS status was independently associated with perceptual abnormalities (OR = 2.0; 95% CI = 1.6-2.5, p &lt; 0.001), number of psychiatric diagnoses (OR = 1.5; 95% CI = 1.2-2.0, p = 0.002), and impaired stress tolerance (OR = 1.4; 95% CI = 1.1-1.7, p = 0.002) (r 2 = 0.315, p &lt; 0.001). Conclusions: A considerable number of adolescents hospitalized with non-psychotic psychiatric disorders meet DSM-5-APS criteria. These help-seeking adolescents have more comorbid disorders and more severe symptoms, functional impairment, and severity of illness than non-APS adolescents. Thus, they warrant high intensity clinical care.",2461000644, Journal Article,2020
COVID-19 and Mental Health-What Do We Know So Far?,"The coronavirus disease 2019 pandemic brought several worldwide health, social, and economic disturbances-particularly associated with the imposed confinement measures-that raised concerns about an emerging public mental health crisis. Studies investigating the early mental health impact of the pandemic on general population and vulnerable groups, such as healthcare workers, revealed a high prevalence of stress, anxiety, and depression symptoms, among others, and found several risk and protective factors. Along with these findings, the risk of substance use, suicide, domestic violence, and complicated grief may increase. We further discuss interventions that can be applied at a governmental, institutional, and individual level to minimize the mental health consequences of the pandemic, such as using telehealth to provide remote support or practicing self-care. These interventions should be maintained after the initial outbreak, as current disturbances may impact long-term well-being. We encourage the development of longitudinal studies to assess long-term adaptive responses.",2461000517, Journal Article,2020
